run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,between_run_inst.thisRepN,between_run_inst.thisTrialN,between_run_inst.thisN,between_run_inst.thisIndex,thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,text_congruency.stopped,key_resp_congruency.stopped,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,blank1000.started,text.started,text.stopped,blank1000.stopped,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,image_scene.stopped,image_item.stopped,is_last_run.started,is_last_run.stopped,between_run_pause.started,text_run_pause.started,text_relatedness_pause.started,key_resp_next_run.started,between_run_pause.stopped,between_run_inst.key_resp_next_run.keys,between_run_inst.key_resp_next_run.rt,between_run_inst.key_resp_next_run.duration,end_screen.started,text_end.started,key_end.started,end_screen.stopped,key_end.keys,key_end.rt,key_end.duration,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,79,79,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_20.png,Undersea,animal,sc,q,1,0.4548986000008881,None,0,0,0,0,0,79,79,79,,,,,335.2124758999562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.20132389996434,335.2124758999562,335.2124758999562,337.19786309998017,337.19790889997967,337.2051306999638,337.2051306999638,,,337.6648471999797,q,1,337.6649046000093,337.67185359995347,338.6751007999992,338.6559707999695,0.4548986000008881,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,0,0,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_object_19.png,Undersea,object,si,p,1,0.5368977000471205,None,0,1,1,1,0,0,0,0,0,0,0,0,348.17265229998156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.1156492999871,348.1158662000089,348.1655209999881,348.17265229998156,348.17265229998156,350.12292829999933,350.12297399999807,350.1302541999612,350.1302541999612,,,350.6726751999813,p,1,350.6727334999596,350.6804700999637,351.69641999999294,351.66382099996554,0.5368977000471205,None,,,338.6618479999597,338.6620686999522,338.6718300000066,338.6751007999992,338.6751007999992,338.6751007999992,348.11473999999,space,9.432954200019594,None,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,1,1,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_object_17.png,Undersea,object,sc,None,0,,,0,1,1,1,0,1,1,1,,,,,351.69641999999294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.68632839998463,351.69641999999294,351.69641999999294,353.6813803999685,353.68142340000486,353.68904389999807,353.68904389999807,354.6807234999724,354.6807234999724,354.6726568999584,None,0,354.6727023999556,354.6807234999724,355.6968585999566,355.66461919998983,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,2,2,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/jungle_object_13.png,Jungle,object,sc,None,0,,,0,1,1,1,0,2,2,2,,,,,355.6968585999566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.6861886999686,355.6968585999566,355.6968585999566,357.6730053999927,357.6730480999686,357.6807904999587,357.6807904999587,358.67240239999956,358.67240239999956,358.66467659996124,None,0,358.66472189995693,358.67240239999956,359.6888687000028,359.6565743999672,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,3,3,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_5.png,Jungle,object,si,None,0,,,0,1,1,1,0,3,3,3,,,,,359.6888687000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.68044279998867,359.6888687000028,359.6888687000028,361.6732674000086,361.6733602999593,361.6803779999609,361.6803779999609,362.67233749997104,362.67233749997104,362.66432029998396,None,0,362.6643651999766,362.67233749997104,363.68860799999675,363.65594530000817,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,4,4,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_object_7.png,Undersea,object,si,None,0,,,0,1,1,1,0,4,4,4,,,,,363.68860799999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6769073999603,363.68860799999675,363.68860799999675,365.67326419998426,365.6733070999617,365.6808007999789,365.6808007999789,366.6725872999523,366.6725872999523,366.6645682999515,None,0,366.6646142999525,366.6725872999523,367.68870969995623,367.65640169999097,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,5,5,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_animal_10.png,Undersea,animal,sc,None,0,,,0,1,1,1,0,5,5,5,,,,,367.68870969995623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.678671200003,367.68870969995623,367.68870969995623,369.6734725999995,369.67356719996314,369.6807233999716,369.6807233999716,370.6724213999696,370.6724213999696,370.66461370000616,None,0,370.66465869999956,370.6724213999696,371.68843539996305,371.6562838999671,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,6,6,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_animal_3.png,Undersea,animal,si,p,1,0.6990446000127122,None,0,1,1,1,0,6,6,6,,,,,371.68843539996305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.6775532999891,371.68843539996305,371.68843539996305,373.67344019998563,373.6735206999583,373.6809120999533,373.6809120999533,,,374.38187759998254,p,1,374.3819534999784,374.38954339997144,375.39787749998504,375.37306610000087,0.6990446000127122,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,7,7,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_animal_9.png,Undersea,animal,sc,None,0,,,0,1,1,1,0,7,7,7,,,,,375.39787749998504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.3923107999726,375.39787749998504,375.39787749998504,377.38195499998983,377.3819949000026,377.38942209997913,377.38942209997913,378.3810618999996,378.3810618999996,378.37287389999256,None,0,378.3729189999867,378.3810618999996,379.3970327999559,379.3647608999745,,,377.38942209997913,377.38942209997913,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,8,8,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/jungle_object_15.png,Jungle,object,sc,None,0,,,0,1,1,1,0,8,8,8,,,,,379.3970327999559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3857156999875,379.3970327999559,379.3970327999559,381.3818284999579,381.3818698999821,381.3893792000017,381.3893792000017,382.3811160000041,382.3811160000041,382.37331549997907,None,0,382.3733603999717,382.3811160000041,383.39798559999326,383.3646681999671,,,381.3893792000017,381.3893792000017,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,9,9,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_1.png,Undersea,animal,si,None,0,,,0,1,1,1,0,9,9,9,,,,,383.39798559999326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3921671999851,383.39798559999326,383.39798559999326,385.3821467999951,385.3821871999535,385.389410600008,385.389410600008,386.3809677999816,386.3809677999816,386.3732902999618,None,0,386.37333569995826,386.3809677999816,387.3971261999686,387.3647530999733,,,385.389410600008,385.389410600008,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,10,10,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/jungle_object_14.png,Jungle,object,sc,None,0,,,0,1,1,1,0,10,10,10,,,,,387.3971261999686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.3853311999701,387.3971261999686,387.3971261999686,389.3821951999562,389.3822355999728,389.38945229997626,389.38945229997626,390.38107609999133,390.38107609999133,390.3732142999652,None,0,390.3732599999639,390.38107609999133,391.39745319995563,391.3645644999924,,,389.38945229997626,389.38945229997626,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,11,11,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_animal_13.png,Jungle,animal,si,None,0,,,0,1,1,1,0,11,11,11,,,,,391.39745319995563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.38874239998404,391.39745319995563,391.39745319995563,393.3819564000005,393.38199759996496,393.38930869998876,393.38930869998876,394.3812114999746,394.3812114999746,394.373243799957,None,0,394.37329149997095,394.3812114999746,395.3898938999628,395.3645461999695,,,393.38930869998876,393.38930869998876,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,12,12,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_20.png,Undersea,object,si,None,0,,,0,1,1,1,0,12,12,12,,,,,395.3898938999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.38470860000234,395.3898938999628,395.3898938999628,397.3738930999534,397.3739340999746,397.38098339998396,397.38098339998396,398.37269749998813,398.37269749998813,398.3651633999543,None,0,398.36520810000366,398.37269749998813,399.38764949998586,399.35666389996186,,,397.38098339998396,397.38098339998396,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,13,13,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_object_10.png,Jungle,object,si,q,0,0.9667163999984041,None,0,1,1,1,0,13,13,13,,,,,399.38764949998586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.37731419998454,399.38764949998586,399.38764949998586,401.37357949995203,401.3736217999831,401.3815418999875,401.3815418999875,,,402.3491140999831,q,0,402.349173399969,402.35627509996993,403.3713368999888,403.33977580000646,0.9667163999984041,None,401.3815418999875,401.3815418999875,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,14,14,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_1.png,Jungle,object,sc,None,0,,,0,1,1,1,0,14,14,14,,,,,403.3713368999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.3603180999635,403.3713368999888,403.3713368999888,405.35679669998353,405.3568464999553,405.3646289999597,405.3646289999597,406.3566448999918,406.3566448999918,406.3485702999751,None,0,406.34861749998527,406.3566448999918,407.3652085000067,407.3403906999738,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,15,15,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_animal_16.png,Undersea,animal,sc,None,0,,,0,1,1,1,0,15,15,15,,,,,407.3652085000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.3601606999873,407.3652085000067,407.3652085000067,409.34915079997154,409.34919169999193,409.35666419996414,409.35666419996414,410.34813909995137,410.34813909995137,410.34011579997605,None,0,410.34016109997174,410.34813909995137,411.36430179997114,411.33212919998914,,,409.35666419996414,409.35666419996414,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,16,16,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_10.png,Undersea,object,sc,None,0,,,0,1,1,1,0,16,16,16,,,,,411.36430179997114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.35472119995393,411.36430179997114,411.36430179997114,413.349171299953,413.3492126999772,413.3563540999894,413.3563540999894,414.3482567999745,414.3482567999745,414.34060120000504,None,0,414.3406466000015,414.3482567999745,415.36436030000914,415.332088199968,,,413.3563540999894,413.3563540999894,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,17,17,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_12.png,Jungle,animal,sc,None,0,,,0,1,1,1,0,17,17,17,,,,,415.36436030000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3548715999932,415.36436030000914,415.36436030000914,417.34909410000546,417.3491441999795,417.35628209996503,417.35628209996503,418.34834919997957,418.34834919997957,418.340250499954,None,0,418.3402966999565,418.34834919997957,419.3625997999916,419.33198449999327,,,417.35628209996503,417.35628209996503,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,18,18,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_1.png,Jungle,animal,si,None,0,,,0,1,1,1,0,18,18,18,,,,,419.3625997999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.3521173999761,419.3625997999916,419.3625997999916,421.3492592999828,421.34930060000625,421.35647659999086,421.35647659999086,422.3484553999733,422.3484553999733,422.34038509998936,None,0,422.3404297999805,422.3484553999733,423.36529369995696,423.33193509996636,,,421.35647659999086,421.35647659999086,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,19,19,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_animal_17.png,Undersea,animal,si,None,0,,,0,1,1,1,0,19,19,19,,,,,423.36529369995696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.35956989997067,423.36529369995696,423.36529369995696,425.3492622000049,425.3493583999807,425.3567258999683,425.3567258999683,426.3483222000068,426.3483222000068,426.3403021999984,None,0,426.3403493000078,426.3483222000068,427.3621872999938,427.33183989999816,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,20,20,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_15.png,Jungle,animal,si,None,0,,,0,1,1,1,0,20,20,20,,,,,427.3621872999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.35114839999005,427.3621872999938,427.3621872999938,429.3492321000085,429.34927579999203,429.35686880000867,429.35686880000867,430.3482571999775,430.3482571999775,430.3406408999581,None,0,430.3406858999515,430.3482571999775,431.37110779999057,431.33208129997365,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,21,21,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_11.png,Undersea,animal,si,None,0,,,0,1,1,1,0,21,21,21,,,,,431.37110779999057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.3600225999835,431.37110779999057,431.37110779999057,433.34934149996843,433.349435799988,433.3567595999921,433.3567595999921,434.34847520000767,434.34847520000767,434.34068829996977,None,0,434.3407354999799,434.34847520000767,435.36263970000437,435.3321015999536,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,22,22,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_18.png,Jungle,animal,si,None,0,,,0,1,1,1,0,22,22,22,,,,,435.36263970000437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.3521375999553,435.36263970000437,435.36263970000437,437.3492170999525,437.3492607999942,437.35701809998136,437.35701809998136,438.3487384999753,438.3487384999753,438.34078739996767,None,0,438.34083169995574,438.3487384999753,439.3730644999887,439.3321700000088,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,23,23,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/jungle_animal_4.png,Jungle,animal,sc,q,1,0.5744403999997303,None,0,1,1,1,0,23,23,23,,,,,439.3730644999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.3612455999828,439.3730644999887,439.3730644999887,441.3495381999528,441.34958159999223,441.3570088999695,441.3570088999695,,,441.9326141999918,q,1,441.93267069995636,441.94042969995644,442.9556653999607,442.9240396999521,0.5744403999997303,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,24,24,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_7.png,Jungle,object,si,p,1,0.7677880000555888,None,0,1,1,1,0,24,24,24,,,,,442.9556653999607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.94419309997465,442.9556653999607,442.9556653999607,444.93282309995266,444.932867800002,444.94024029996945,444.94024029996945,,,445.71606289997,p,1,445.7161202999996,445.72404909995385,446.73922439996386,446.707190599991,0.7677880000555888,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,25,25,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_animal_8.png,Undersea,animal,si,p,1,0.8313179999822751,None,0,1,1,1,0,25,25,25,,,,,446.73922439996386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.7272136999527,446.73922439996386,446.73922439996386,448.7245409999741,448.72458389995154,448.73230460000923,448.73230460000923,,,449.5661102999584,p,1,449.5661681999918,449.57345919997897,450.59000329999253,450.55763870000374,0.8313179999822751,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,26,26,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_15.png,Undersea,object,sc,None,0,,,0,1,1,1,0,26,26,26,,,,,450.59000329999253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.58013620000565,450.59000329999253,450.59000329999253,452.56630929996027,452.5664160999586,452.57370139996056,452.57370139996056,453.5653567999834,453.5653567999834,453.55771009996533,None,0,453.55775529996026,453.5653567999834,454.5822230000049,454.54903890000423,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,27,27,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/jungle_animal_9.png,Jungle,animal,sc,None,0,,,0,1,1,1,0,27,27,27,,,,,454.5822230000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.57474539999384,454.5822230000049,454.5822230000049,456.5663896999904,456.5665064000059,456.5738867999753,456.5738867999753,457.56539319996955,457.56539319996955,457.5577401999617,None,0,457.5577856999589,457.56539319996955,458.58258250000654,458.549228399992,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,28,28,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_11.png,Jungle,animal,sc,q,1,0.4934548999881372,None,0,1,1,1,0,28,28,28,,,,,458.58258250000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.5769028000068,458.58258250000654,458.58258250000654,460.56620969995856,460.5662525999942,460.57379769999534,460.57379769999534,,,461.0745697999955,q,1,461.07462689996464,461.08249810000416,462.09826389997033,462.0658806999563,0.4934548999881372,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,29,29,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_5.png,Undersea,animal,sc,q,1,0.46552309999242425,None,0,1,1,1,0,29,29,29,,,,,462.09826389997033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0881401000079,462.09826389997033,462.09826389997033,464.08275239996146,464.0827960000024,464.0907098999596,464.0907098999596,,,464.55822800000897,q,1,464.55828489997657,464.5657033000025,465.5812547999667,465.54926030000206,0.46552309999242425,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,30,30,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_19.png,Undersea,animal,si,p,1,0.2781569000217132,None,0,1,1,1,0,30,30,30,,,,,465.5812547999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.5706038000062,465.5812547999667,465.5812547999667,467.5664926999598,467.5665870999801,467.5740802999935,467.5740802999935,,,467.85796150000533,p,1,467.8580179999699,467.8656467999681,468.88223569997353,468.8495700999629,0.2781569000217132,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,31,31,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_object_6.png,Undersea,object,sc,q,1,0.9387280999799259,None,0,1,1,1,0,31,31,31,,,,,468.88223569997353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.87476259999676,468.88223569997353,468.88223569997353,470.8580691999523,470.85811229998944,470.8655181999784,470.8655181999784,,,471.808080399991,q,1,471.8081372999586,471.81576319999294,472.8329742999631,472.799655299983,0.9387280999799259,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,32,32,0,stimuli/scenes/scene_J2.jpg,Jungle,Negvi,stimuli/items/undersea_animal_4.png,Undersea,animal,si,p,1,0.23617200000444427,None,0,1,1,1,0,32,32,32,,,,,472.8329742999631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.8271273999708,472.8329742999631,472.8329742999631,474.80835509998724,474.8084557999973,474.8157156999805,474.8157156999805,,,475.05829889996676,p,1,475.05835639999714,475.0656918999739,476.08186350000324,476.04995159996906,0.23617200000444427,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,33,33,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_8.png,Undersea,object,si,None,0,,,0,1,1,1,0,33,33,33,,,,,476.08186350000324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.07038329995703,476.08186350000324,476.08186350000324,478.06687239999883,478.06691559997853,478.07433869998204,478.07433869998204,479.06622989999596,479.06622989999596,479.05761359998723,None,0,479.05765829997836,479.06622989999596,480.08276439999463,480.0497633999912,,,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
2,34,34,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_6.png,Undersea,animal,sc,q,1,0.2571447999798693,None,0,1,1,1,0,34,34,34,,,,,480.08276439999463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0775217000046,480.08276439999463,480.08276439999463,482.06642970000394,482.06647389999125,482.07431689999066,482.07431689999066,,,482.33333900000434,q,1,482.333394199959,482.3410426999908,483.356363400002,483.32480439997744,0.2571447999798693,None,,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h16.11.098,SBL_superimposed_encoding,,2026.1.3,120.6736970761365,2026-07-10 10h16.11.316225 -0400,
