run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,between_run_inst.thisRepN,between_run_inst.thisTrialN,between_run_inst.thisN,between_run_inst.thisIndex,thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,text_congruency.stopped,key_resp_congruency.stopped,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,blank1000.started,text.started,text.stopped,blank1000.stopped,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,is_last_run.started,is_last_run.stopped,between_run_pause.started,text_run_pause.started,text_relatedness_pause.started,key_resp_next_run.started,between_run_pause.stopped,between_run_inst.key_resp_next_run.keys,between_run_inst.key_resp_next_run.rt,between_run_inst.key_resp_next_run.duration,image_scene.stopped,image_item.stopped,end_screen.started,text_end.started,key_end.started,key_end.stopped,text_end.stopped,end_screen.stopped,key_end.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
3,1,1,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_3.png,Undersea,animal,si,q,1,0.34584039996843785,None,0,2,2,2,0,1,1,1,,,,,768.4262020000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.4194258999778,768.4262020000024,768.4262020000024,770.4016846999875,770.4017302999855,770.4094595999923,770.4094595999923,,,770.760472599999,q,1,770.7605308999773,770.7676096999785,771.792418099998,771.7516466000234,0.34584039996843785,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,2,2,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/jungle_animal_4.png,Jungle,animal,sc,p,1,0.29132090002531186,None,0,2,2,2,0,2,2,2,,,,,771.792418099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7807103000232,771.792418099998,771.792418099998,773.7687660999945,773.7688128000009,773.7761345999897,773.7761345999897,,,774.0684292999795,p,1,774.0684871000121,774.0763388000196,775.0925231000292,775.0600775000057,0.29132090002531186,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,3,3,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_7.png,Undersea,object,si,q,1,0.4783030000398867,None,0,2,2,2,0,3,3,3,,,,,775.0925231000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0823307000101,775.0925231000292,775.0925231000292,777.0686990999966,777.0687725999742,777.0763042999897,777.0763042999897,,,777.5603484999738,q,1,777.5604078000179,777.5677476000274,778.5840827000211,778.5516730999807,0.4783030000398867,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,4,4,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/jungle_object_4.png,Jungle,object,sc,p,1,0.2586732999770902,None,0,2,2,2,0,4,4,4,,,,,778.5840827000211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.5727284000022,778.5840827000211,778.5840827000211,780.5686279999791,780.5686723000254,780.5763478000299,780.5763478000299,,,780.8437199000036,p,1,780.8437769000302,780.8513666000217,781.8676941000158,781.8350809999974,0.2586732999770902,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,5,5,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_12.png,Jungle,animal,sc,p,1,0.43957559997215867,None,0,2,2,2,0,5,5,5,,,,,781.8676941000158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.8582375000115,781.8676941000158,781.8676941000158,783.8439831000287,783.8440803000121,783.8511520000175,783.8511520000175,,,784.2936684000306,p,1,784.2937552999938,784.3013873000164,785.3174793000217,785.2849865999888,0.43957559997215867,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,6,6,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_18.png,Jungle,animal,si,q,1,0.29293360002338886,None,0,2,2,2,0,6,6,6,,,,,785.3174793000217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.3096942999982,785.3174793000217,785.3174793000217,787.3021264999988,787.3021727000014,787.3095495000016,787.3095495000016,,,787.6106398000265,q,1,787.6106973999995,787.6179140000022,788.6342030999949,788.601643299975,0.29293360002338886,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,7,7,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_19.png,Undersea,animal,si,q,1,0.3998462000163272,None,0,2,2,2,0,7,7,7,,,,,788.6342030999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.6235843999893,788.6342030999949,788.6342030999949,790.6189061999903,790.6189515999868,790.6267385000247,790.6267385000247,,,791.0274202,q,1,791.0274789999821,791.0346531000105,792.0495884999982,792.0183097000117,0.3998462000163272,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,8,8,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_1.png,Jungle,animal,si,q,1,0.31241130002308637,None,0,2,2,2,0,8,8,8,,,,,792.0495884999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0391762999934,792.0495884999982,792.0495884999982,794.035642199975,794.0357397000189,794.0431326000253,794.0431326000253,,,794.3603690000018,q,1,794.3604251000215,794.368006100005,795.3843521000235,795.3521390000242,0.31241130002308637,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,9,9,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_14.png,Undersea,animal,si,q,1,0.2988591999746859,None,0,2,2,2,0,9,9,9,,,,,795.3843521000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3735489000101,795.3843521000235,795.3843521000235,797.3606397000258,797.360763899982,797.3682089999784,797.3682089999784,,,797.6686539999791,q,1,797.668711300008,797.6768309000181,798.6938173000235,798.6600634999922,0.2988591999746859,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,10,10,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/undersea_object_11.png,Undersea,object,si,q,1,0.2858268999843858,None,0,2,2,2,0,10,10,10,,,,,798.6938173000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.6880688000238,798.6938173000235,798.6938173000235,800.6688043000177,800.6688490000088,800.6768016000278,800.6768016000278,,,800.9687383000273,q,1,800.9687957999995,800.9767599999905,801.9934280000161,801.9604208000237,0.2858268999843858,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,11,11,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_17.png,Jungle,object,sc,p,1,0.3941262000007555,None,0,2,2,2,0,11,11,11,,,,,801.9934280000161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.9847936999868,801.9934280000161,801.9934280000161,803.9689729000092,803.9690684999805,803.9769487000303,803.9769487000303,,,804.3771885000169,p,1,804.3772463999921,804.3849456000025,805.401445400028,805.3685068999766,0.3941262000007555,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,12,12,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_object_13.png,Undersea,object,sc,p,1,0.4096094999695197,None,0,2,2,2,0,12,12,12,,,,,805.401445400028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.393307899998,805.401445400028,805.401445400028,807.3775405000197,807.3775850000093,807.3849862000206,807.3849862000206,,,807.8022481999942,p,1,807.8023056000238,807.8098125000251,808.8255710999947,808.7934129000059,0.4096094999695197,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,13,13,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_20.png,Jungle,object,sc,p,1,0.2561633999575861,None,0,2,2,2,0,13,13,13,,,,,808.8255710999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.8146486000041,808.8255710999947,808.8255710999947,810.8108039000072,810.810847899993,810.8184458999895,810.8184458999895,,,811.0771901999833,p,1,811.0772454999969,811.0850301000173,812.101483699982,812.068740000017,0.2561633999575861,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,14,14,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_object_15.png,Undersea,object,sc,p,1,0.6139919999986887,None,0,2,2,2,0,14,14,14,,,,,812.101483699982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0932220999966,812.101483699982,812.101483699982,814.0854919999838,814.0855368999764,814.0933230000082,814.0933230000082,,,814.710902300023,p,1,814.7109612000058,814.7182392000104,815.7345667000045,815.7020114000188,0.6139919999986887,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,15,15,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_2.png,Jungle,animal,sc,q,0,0.8608804999967106,None,0,2,2,2,0,15,15,15,,,,,815.7345667000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.7243776000105,815.7345667000045,815.7345667000045,817.711154300021,817.7111990000121,817.7183501999825,817.7183501999825,,,818.585787500022,q,0,818.5858452999964,818.5936088999733,819.610568700009,819.5770879000193,0.8608804999967106,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,16,16,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/undersea_animal_4.png,Undersea,animal,si,q,1,0.6575282999547198,None,0,2,2,2,0,16,16,16,,,,,819.610568700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.6048819000134,819.610568700009,819.610568700009,821.5945008000126,821.59459719999,821.6018625000142,821.6018625000142,,,822.2609606999904,q,1,822.261017700017,822.2686038999818,823.2847543000244,823.2521551999962,0.6575282999547198,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,17,17,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_20.png,Jungle,animal,sc,p,1,0.3585226000286639,None,0,2,2,2,0,17,17,17,,,,,823.2847543000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.2752031999989,823.2847543000244,823.2847543000244,825.2696155000012,825.2697128999862,825.2767849999946,825.2767849999946,,,825.6360344000277,p,1,825.6360942000174,825.6434632000164,826.6598877999932,826.6269882000051,0.3585226000286639,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,18,18,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_animal_12.png,Undersea,animal,sc,p,1,0.3266791999922134,None,0,2,2,2,0,18,18,18,,,,,826.6598877999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.6507959000301,826.6598877999932,826.6598877999932,828.6446775000077,828.6447504999815,828.651894700015,828.651894700015,,,828.9862428000197,p,1,828.9862999999896,828.9937986999867,830.010155899974,829.9773173999856,0.3266791999922134,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,19,19,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/undersea_animal_11.png,Undersea,animal,si,q,1,0.2731732999673113,None,0,2,2,2,0,19,19,19,,,,,830.010155899974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0012019000133,830.010155899974,830.010155899974,831.9946113000042,831.994691299973,832.0021185000078,832.0021185000078,,,832.2775141000166,q,1,832.2775691000279,832.2854318000027,833.3005895999959,833.2694859000039,0.2731732999673113,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,20,20,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_animal_15.png,Jungle,animal,si,q,1,0.3010367000242695,None,0,2,2,2,0,20,20,20,,,,,833.3005895999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.2889562000055,833.3005895999959,833.3005895999959,835.2778982999735,835.277981900028,835.285444899986,835.285444899986,,,835.594482799992,q,1,835.5945416999748,835.6020148000098,836.6247350000194,836.5860129999928,0.3010367000242695,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,21,21,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_17.png,Undersea,animal,si,q,1,0.5761496999766678,None,0,2,2,2,0,21,21,21,,,,,836.6247350000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.6133613000275,836.6247350000194,836.6247350000194,838.60271810001,838.6027635000064,838.6104487000266,838.6104487000266,,,839.1946569000138,q,1,839.1947149999905,839.2023005000083,840.2185862999759,840.1860868000076,0.5761496999766678,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,22,22,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/jungle_animal_16.png,Jungle,animal,sc,q,0,0.7202575000119396,None,0,2,2,2,0,22,22,22,,,,,840.2185862999759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.2083713000175,840.2185862999759,840.2185862999759,842.2028835000237,842.2029281000141,842.2105266000144,842.2105266000144,,,842.9365407000296,q,0,842.9365987000056,842.9440237000235,843.9603776999866,843.9273878000095,0.7202575000119396,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,23,23,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/jungle_object_2.png,Jungle,object,si,q,1,0.22617480001645163,None,0,2,2,2,0,23,23,23,,,,,843.9603776999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.9512868000311,843.9603776999866,843.9603776999866,845.944491799979,845.9445413000067,845.9523240000126,845.9523240000126,,,846.1862520999857,q,1,846.1863119999762,846.1939166000229,847.2095392000047,847.1775114000193,0.22617480001645163,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,24,24,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/undersea_animal_8.png,Undersea,animal,si,q,1,0.29706299997633323,None,0,2,2,2,0,24,24,24,,,,,847.2095392000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.1980611999752,847.2095392000047,847.2095392000047,849.1866013000254,849.1866971999989,849.1939652999863,849.1939652999863,,,849.4946517000208,q,1,849.4947106000036,849.5022076999885,850.5111771000084,850.4859410999925,0.29706299997633323,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,25,25,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/jungle_object_11.png,Jungle,object,si,q,1,0.3971346999751404,None,0,2,2,2,0,25,25,25,,,,,850.5111771000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.50569000002,850.5111771000084,850.5111771000084,852.4946293000248,852.4946777999867,852.5023775000009,852.5023775000009,,,852.9034044999862,q,1,852.9034711000277,852.9106877000304,853.9274938000017,853.8945063999854,0.3971346999751404,None,,,,,,,,,,,852.5023775000009,852.5023775000009,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,26,26,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_5.png,Jungle,object,sc,p,1,0.4672648000414483,None,0,2,2,2,0,26,26,26,,,,,853.9274938000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.9204829999944,853.9274938000017,853.9274938000017,855.9116351000266,855.9117092000088,855.919186300016,855.919186300016,,,856.3946040000301,p,1,856.3946599999908,856.4025555999833,857.4186134000192,857.3858854999999,0.4672648000414483,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,27,27,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/jungle_animal_8.png,Jungle,animal,sc,p,1,0.3605136999976821,None,0,2,2,2,0,27,27,27,,,,,857.4186134000192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.4079084999976,857.4186134000192,857.4186134000192,859.3948791000294,859.3949237000197,859.4024231000221,859.4024231000221,,,859.769586600014,p,1,859.7696456999984,859.7775366000133,860.7930409000255,860.7612393000163,0.3605136999976821,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,28,28,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/undersea_object_3.png,Undersea,object,sc,p,1,0.28180860000429675,None,0,2,2,2,0,28,28,28,,,,,860.7930409000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.7817918999936,860.7930409000255,860.7930409000255,862.7698209999944,862.7698670999962,862.7775441000122,862.7775441000122,,,863.061343599984,p,1,863.061400400009,863.0693437000155,864.0855919999885,864.0531069000135,0.28180860000429675,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,29,29,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/undersea_object_16.png,Undersea,object,si,q,1,0.2852720000082627,None,0,2,2,2,0,29,29,29,,,,,864.0855919999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0748094000155,864.0855919999885,864.0855919999885,866.0616613000166,866.0617071000161,866.069452500029,866.069452500029,,,866.3616581999813,q,1,866.3617253000266,866.3690982999979,867.385444900021,867.3528019000078,0.2852720000082627,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,30,30,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_object_14.png,Jungle,object,si,None,0,,,0,2,2,2,0,30,30,30,,,,,867.385444900021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.3746154999826,867.385444900021,867.385444900021,869.3619935999741,869.3620644999901,869.3694077000255,869.3694077000255,870.3613157999935,870.3613157999935,870.3531474000192,None,0,870.3531943000271,870.3613157999935,871.3848120999755,871.3448426999967,,,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,31,31,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_8.png,Jungle,object,sc,p,1,0.314023700018879,None,0,2,2,2,0,31,31,31,,,,,871.3848120999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.3738195999758,871.3848120999755,871.3848120999755,873.3618792999769,873.3619240000262,873.3693672000081,873.3693672000081,,,873.6866402000305,p,1,873.6866992000141,873.6941759000183,874.7026828000089,874.6783311999752,0.314023700018879,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,32,32,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_animal_17.png,Jungle,animal,si,q,1,0.26797659997828305,None,0,2,2,2,0,32,32,32,,,,,874.7026828000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.6964886999922,874.7026828000089,874.7026828000089,876.6869871999952,876.6870294000255,876.6945685999817,876.6945685999817,,,876.9701809000107,q,1,876.970238799986,876.977641000005,877.9940315000131,877.9612262999872,0.26797659997828305,None,,,,,,,,,,,876.6945685999817,876.6945685999817,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,33,33,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/undersea_animal_16.png,Undersea,animal,sc,p,1,0.2819243000121787,None,0,2,2,2,0,33,33,33,,,,,877.9940315000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.9847924999776,877.9940315000131,877.9940315000131,879.9705875000218,879.9706964999787,879.9776314999908,879.9776314999908,,,880.2615232000244,p,1,880.2615790999844,880.2696396000101,881.2780188000179,881.2533260000055,0.2819243000121787,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,34,34,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/undersea_animal_10.png,Undersea,animal,sc,p,1,0.28566130000399426,None,0,2,2,2,0,34,34,34,,,,,881.2780188000179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.2719361999771,881.2780188000179,881.2780188000179,883.261840399995,883.2618833000306,883.2695018000086,883.2695018000086,,,883.5615768000134,p,1,883.5616381000145,883.5696348000201,884.5781918999855,884.5530470000231,0.28566130000399426,None,,,,,,,,,,,883.2695018000086,883.2695018000086,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,35,35,0,stimuli/scenes/scene_U1.jpg,Undersea,Negvi,stimuli/items/jungle_animal_5.png,Jungle,animal,si,q,1,0.281116199970711,None,0,2,2,2,0,35,35,35,,,,,884.5781918999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.5726541000186,884.5781918999855,884.5781918999855,886.5619006999768,886.5619446000201,886.5697366999811,886.5697366999811,,,886.8533751000068,q,1,886.8534323999775,886.8610772999818,887.8857145999791,887.8453322999994,0.281116199970711,None,,,,,,,,,,,886.5697366999811,886.5697366999811,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,36,36,0,stimuli/scenes/scene_J2.jpg,Jungle,Somar,stimuli/items/jungle_object_7.png,Jungle,object,sc,p,1,0.3175576999783516,None,0,2,2,2,0,36,36,36,,,,,887.8857145999791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.8738658999791,887.8857145999791,887.8857145999791,889.853747199988,889.8538460999844,889.8610673000221,889.8610673000221,,,890.1872892000247,p,1,890.1873490000144,890.1945266000112,891.2088066000142,891.1784007999813,0.3175576999783516,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
3,37,37,0,stimuli/scenes/scene_U2.jpg,Undersea,Tulon,stimuli/items/jungle_object_13.png,Jungle,object,si,q,1,0.591986800020095,None,0,2,2,2,0,37,37,37,,,,,891.2088066000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.1973489000229,891.2088066000142,891.2088066000142,893.1952655999921,893.1953125,893.2028595000156,893.2028595000156,,,893.7955554000218,q,1,893.7956245000241,893.802940100024,894.8193372000242,894.7869277999853,0.591986800020095,None,,,,,,,,,,,,,,,,,,,,201,1,short,A,2026-07-09_14h05.35.427,SBL_superimposed_encoding,,2026.1.3,120.31971351195838,2026-07-09 14h05.35.614754 -0400,
