thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0022632000036537647,0.002586500020697713,,,,220,1,short,A,2026-07-09_11h18.12.508,SBL_superimposed_encoding,,2026.1.3,120.52156912937079,2026-07-09 11h18.12.746645 -0400,
,,,,,0.002614900004118681,0.00590580003336072,0.9950550000648946,,,,,,,,,,,
