run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,between_run_inst.thisRepN,between_run_inst.thisTrialN,between_run_inst.thisN,between_run_inst.thisIndex,thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,text_congruency.stopped,key_resp_congruency.stopped,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,blank1000.started,text.started,text.stopped,blank1000.stopped,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,is_last_run.started,is_last_run.stopped,between_run_pause.started,text_run_pause.started,text_relatedness_pause.started,key_resp_next_run.started,between_run_pause.stopped,between_run_inst.key_resp_next_run.keys,between_run_inst.key_resp_next_run.rt,between_run_inst.key_resp_next_run.duration,image_scene.stopped,image_item.stopped,end_screen.started,text_end.started,key_end.started,end_screen.stopped,key_end.keys,key_end.rt,key_end.duration,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.002849599812179804,0.0031546999234706163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031818998977541924,0.008647799957543612,1.000074999872595,26.763860899955034,space,25.745888599893078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.789265299914405,26.792044000001624,26.792044000001624,32.01819079997949,space,5.225086000049487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.25748379994184,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,32.33939359989017,34.00918349996209,92.22720579989254,space,58.21591059979983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22724959999323,92.23489989992231,94.32546239998192,94.21838449989446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
1,0,0,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/jungle_object_15.png,Jungle,object,si,None,0,,,0,0,0,0,0,0,0,0,,,,,94.32546239998192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.25958539987914,94.25983039988205,94.31358109996654,94.32546239998192,94.32546239998192,96.26091469987296,96.26403589989059,96.2681336000096,96.2681336000096,97.26003669993952,97.26003669993952,97.25212329998612,None,0,97.25217039999552,97.26003669993952,98.28449969994836,98.24385349988006,,,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
1,1,1,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_14.png,Undersea,animal,si,q,1,0.3889111999887973,None,0,0,0,0,0,1,1,1,,,,,98.28449969994836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27461009984836,98.28449969994836,98.28449969994836,100.26071889977902,100.26076249987818,100.26844719983637,100.26844719983637,,,100.66065409989096,q,1,100.66071289987303,100.66841739998199,101.7270270998124,101.6518647999037,0.3889111999887973,None,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
1,2,2,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_object_17.png,Jungle,object,sc,p,1,0.6208713001105934,None,0,0,0,0,0,2,2,2,,,,,101.7270270998124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.71972739999183,101.7270270998124,101.7270270998124,103.66083660000004,103.66088330000639,103.66856649983674,103.66856649983674,,,104.29459129995666,p,1,104.29465049994178,104.30174479982816,105.32637369981967,105.28542919992469,0.6208713001105934,None,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
1,3,3,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_11.png,Undersea,object,sc,q,0,0.4031947001349181,None,0,0,0,0,0,3,3,3,,,,,105.32637369981967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.31806859979406,105.32637369981967,105.32637369981967,107.30264449981041,107.30268999980763,107.31000890000723,107.31000890000723,,,107.7192479998339,q,0,107.71930589992553,107.72690449981019,108.8022734997794,108.7109045998659,0.4031947001349181,None,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
1,4,4,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_9.png,Jungle,animal,sc,p,1,0.42614250001497567,None,0,0,0,0,0,4,4,4,,,,,108.8022734997794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.79432709980756,108.8022734997794,108.8022734997794,110.71949159982614,110.71958759985864,110.72690259991214,110.72690259991214,,,111.16091779991984,p,1,111.16097729979083,111.16854499978945,112.18510759994388,112.15217609982938,0.42614250001497567,None,,,,,,,,,,,,,,,,,,,,207,1,short,A,2026-07-13_09h37.28.227,SBL_superimposed_encoding,,2026.1.3,119.19093200916998,2026-07-13 09h37.28.448245 -0400,
