run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,between_run_inst.thisRepN,between_run_inst.thisTrialN,between_run_inst.thisN,between_run_inst.thisIndex,thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,blank1000.started,text.started,text.stopped,blank1000.stopped,text_congruency.stopped,key_resp_congruency.stopped,is_last_run.started,is_last_run.stopped,between_run_pause.started,text_run_pause.started,text_relatedness_pause.started,key_resp_next_run.started,between_run_pause.stopped,between_run_inst.key_resp_next_run.keys,between_run_inst.key_resp_next_run.rt,between_run_inst.key_resp_next_run.duration,image_scene.stopped,image_item.stopped,end_screen.started,text_end.started,key_end.started,end_screen.stopped,key_end.keys,key_end.rt,key_end.duration,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,74,74,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_20.png,Undersea,animal,si,q,1,0.31671809998806566,None,0,0,0,0,0,74,74,74,,,,,374.6316816000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.62458669999614,374.6316816000035,374.6316816000035,376.6073893000139,376.6074894000776,376.61519240005873,376.61519240005873,376.93296470004134,q,1,0.31671809998806566,None,376.933024500031,376.94003230007365,377.95657450007275,377.92394890007563,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
1,75,75,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_object_2.png,Undersea,object,sc,q,0,0.47172509995289147,None,0,0,0,0,0,75,75,75,,,,,377.95657450007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.9510600999929,377.95657450007275,377.95657450007275,379.94069100008346,379.9407370000845,379.9482906999765,379.9482906999765,380.42392480000854,q,0,0.47172509995289147,None,380.4239922000561,380.4314565000823,381.44807250006124,381.41546570009086,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
1,76,76,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_1.png,Undersea,object,si,q,1,0.23616600001696497,None,0,0,0,0,0,76,76,76,,,,,381.44807250006124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.43850789999124,381.44807250006124,381.44807250006124,383.4241854000138,383.4242833000608,383.4316726999823,383.4316726999823,383.67392660002224,q,1,0.23616600001696497,None,383.6739832999883,383.68142450007144,384.7065031999955,384.6655541000655,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
1,77,77,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_16.png,Undersea,object,si,q,1,0.28229879995342344,None,0,0,0,0,0,77,77,77,,,,,384.7065031999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.69768069998827,384.7065031999955,384.7065031999955,386.67421450000256,386.67431080003735,386.6815540000098,386.6815540000098,386.96578690002207,q,1,0.28229879995342344,None,386.965842399979,386.9733983000042,387.98993210005574,387.95738150004763,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
1,78,78,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_2.png,Jungle,animal,sc,p,1,0.19785090000368655,None,0,0,0,0,0,78,78,78,,,,,387.98993210005574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.9813470999943,387.98993210005574,387.98993210005574,389.97397280007135,389.9740149000427,389.98179490002804,389.98179490002804,390.1831598000135,p,1,0.19785090000368655,None,390.1832161999773,390.19008770002984,391.2061594000552,391.1734093000414,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
1,79,79,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_8.png,Undersea,object,si,q,1,0.26101499993819743,None,0,0,0,0,0,79,79,79,,,,,391.2061594000552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.1962569000898,391.2061594000552,391.2061594000552,393.19068610004615,393.19072960002813,393.198880800046,393.198880800046,393.46609920007177,q,1,0.26101499993819743,None,393.466155000031,393.47338570002466,394.4766891000327,394.457565800054,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,0,0,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_animal_3.png,Undersea,animal,sc,p,1,0.7495632000500336,None,0,1,1,1,0,0,0,0,0,0,0,0,425.3820182000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.33382719999645,425.33405090007,425.37234350002836,425.3820182000054,425.3820182000054,427.3410999000771,427.3411449000705,427.34932340006344,427.34932340006344,428.0997026000405,p,1,0.7495632000500336,None,428.09976270003244,428.1073883000063,429.1237911999924,429.0909192999825,,,394.46330370008945,394.46351889998186,394.47327550000045,394.4766891000327,394.4766891000327,394.4766891000327,425.33290200005285,space,30.85526090010535,None,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,1,1,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_14.png,Undersea,animal,sc,p,1,0.49639520002529025,None,0,1,1,1,0,1,1,1,,,,,429.1237911999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.11580280005,429.1237911999924,429.1237911999924,431.09993580006994,431.100029900088,431.1074524000287,431.1074524000287,431.60812990006525,p,1,0.49639520002529025,None,431.608188000042,431.6155707000289,432.6302648000419,432.5996788000921,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,2,2,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_animal_15.png,Undersea,animal,sc,q,0,0.3071671000216156,None,0,1,1,1,0,2,2,2,,,,,432.6302648000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.6196474999888,432.6302648000419,432.6302648000419,434.6166047999868,434.6166993000079,434.6241498000454,434.6241498000454,434.93295769998804,q,0,0.3071671000216156,None,434.93301200005226,434.9409308000468,435.9645325000165,435.9246529000811,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,3,3,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_20.png,Jungle,object,sc,p,1,0.6947701000608504,None,0,1,1,1,0,3,3,3,,,,,435.9645325000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.9533860000083,435.9645325000165,435.9645325000165,437.94162840000354,437.94167229998857,437.9492516000755,437.9492516000755,438.6499973000027,p,1,0.6947701000608504,None,438.6500540000852,438.6578771000495,439.6661942000501,439.64110380003694,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,4,4,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_animal_17.png,Undersea,animal,sc,p,1,0.3460932000307366,None,0,1,1,1,0,4,4,4,,,,,439.6661942000501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.66080240008887,439.6661942000501,439.6661942000501,441.65040190005675,441.65044300002046,441.6576992000919,441.6576992000919,442.0084212999791,p,1,0.3460932000307366,None,442.0084779000608,442.0159534000559,443.03253080009017,442.99976859998424,,,,,,,,,,,,,441.6576992000919,441.6576992000919,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,5,5,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_18.png,Jungle,animal,si,q,1,0.28301740007009357,None,0,1,1,1,0,5,5,5,,,,,443.03253080009017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.02550800004974,443.03253080009017,443.03253080009017,445.008539600065,445.0085838000523,445.01618010003585,445.01618010003585,445.30035480007064,q,1,0.28301740007009357,None,445.3004136000527,445.30756099999417,446.3236866000807,446.29179010004736,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,6,6,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_4.png,Jungle,object,sc,p,1,0.6477931999834254,None,0,1,1,1,0,6,6,6,,,,,446.3236866000807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.3134015999967,446.3236866000807,446.3236866000807,448.3084465999855,448.30854160001036,448.3160507000284,448.3160507000284,448.9668374999892,p,1,0.6477931999834254,None,448.96689510007855,448.9741146999877,449.98846800008323,449.95797440002207,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,7,7,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_animal_1.png,Jungle,animal,si,q,1,0.26099950005300343,None,0,1,1,1,0,7,7,7,,,,,449.98846800008323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.9780163000105,449.98846800008323,449.98846800008323,451.97523370001,451.9753304000478,451.9828680000501,451.9828680000501,452.2501284000464,q,1,0.26099950005300343,None,452.2501858000178,452.2577479000902,453.2737985000713,453.2414093000116,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,8,8,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_7.png,Undersea,object,si,q,1,0.25779309996869415,None,0,1,1,1,0,8,8,8,,,,,453.2737985000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.2632952000713,453.2737985000713,453.2737985000713,455.25853550003376,455.2585802000249,455.26619460002985,455.26619460002985,455.52502960001584,q,1,0.25779309996869415,None,455.52508960000705,455.532941600075,456.5482387000229,456.5165494000539,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,9,9,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_3.png,Jungle,object,si,q,1,0.2144879000261426,None,0,1,1,1,0,9,9,9,,,,,456.5482387000229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.53817080007866,456.5482387000229,456.5482387000229,458.53345970006194,458.53355460008606,458.54109130008146,458.54109130008146,458.7585677000461,q,1,0.2144879000261426,None,458.75862550002057,458.766354600084,459.78244390001055,459.750122700003,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,10,10,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_animal_1.png,Undersea,animal,sc,q,0,0.24444340006448328,None,0,1,1,1,0,10,10,10,,,,,459.78244390001055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.77358769997954,459.78244390001055,459.78244390001055,461.766902100062,461.7669453000417,461.7746245000744,461.7746245000744,462.0250688000815,q,0,0.24444340006448328,None,462.025127000059,462.0327364000259,463.04647770000156,463.01643030007835,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,11,11,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_4.png,Undersea,animal,sc,q,0,0.21808819996658713,None,0,1,1,1,0,11,11,11,,,,,463.04647770000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0353257000679,463.04647770000156,463.04647770000156,465.02525980002247,465.025353700039,465.03293680003844,465.03293680003844,465.2582348000724,q,0,0.21808819996658713,None,465.25829210004304,465.26632890000474,466.2825464999769,466.2501084000105,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,12,12,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_object_16.png,Undersea,object,si,q,1,0.24952529999427497,None,0,1,1,1,0,12,12,12,,,,,466.2825464999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.2728799000615,466.2825464999769,466.2825464999769,468.2586123000365,468.258656400023,468.26622980006505,468.26622980006505,468.51702820009086,q,1,0.24952529999427497,None,468.51708390004933,468.5249366000062,469.5389247999992,469.5084696999984,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,13,13,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/jungle_object_14.png,Jungle,object,si,q,1,0.294043599977158,None,0,1,1,1,0,13,13,13,,,,,469.5389247999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.5283872000873,469.5389247999992,469.5389247999992,471.5253666000208,471.5254096999997,471.53305630001705,471.53305630001705,471.83389670006,q,1,0.294043599977158,None,471.83395450003445,471.8413666000124,472.8583838000195,472.82531640003435,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,14,14,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_1.png,Undersea,object,si,q,1,0.19404329999815673,None,0,1,1,1,0,14,14,14,,,,,472.8583838000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.85266119998414,472.8583838000195,472.8583838000195,474.84176490001846,474.84180990001187,474.8496533000143,474.8496533000143,475.0502878000261,q,1,0.19404329999815673,None,475.05035400006454,475.0580290000653,476.0741916000843,476.0417853000108,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,15,15,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_animal_8.png,Undersea,animal,sc,q,0,0.5693459999747574,None,0,1,1,1,0,15,15,15,,,,,476.0741916000843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.06257619999815,476.0741916000843,476.0741916000843,478.0507215000689,478.05076560005546,478.05805760005023,478.05805760005023,478.63395699998364,q,0,0.5693459999747574,None,478.63401650008745,478.6413803000469,479.6644869000884,479.6248740000883,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,16,16,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_6.png,Jungle,animal,sc,p,1,0.27325510000810027,None,0,1,1,1,0,16,16,16,,,,,479.6644869000884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.6537150000222,479.6644869000884,479.6644869000884,481.6422817000421,481.64236950001214,481.64991260005627,481.64991260005627,481.925749200047,p,1,0.27325510000810027,None,481.9258050000062,481.93319180002436,482.9494733000174,482.9168338000309,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,17,17,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_20.png,Undersea,animal,si,q,1,0.2461407999508083,None,0,1,1,1,0,17,17,17,,,,,482.9494733000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9397672000341,482.9494733000174,482.9494733000174,484.9341166000813,484.93421300000045,484.94169460004196,484.94169460004196,485.1919940999942,q,1,0.2461407999508083,None,485.1920508000767,485.1999080000678,486.2161429000553,486.1836899999762,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,18,18,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/undersea_animal_7.png,Undersea,animal,si,q,1,0.21964060002937913,None,0,1,1,1,0,18,18,18,,,,,486.2161429000553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.2060007000109,486.2161429000553,486.2161429000553,488.19243170006666,488.1925122999819,488.1999294999987,488.1999294999987,488.4252599000465,q,1,0.21964060002937913,None,488.4253168000141,488.4334194000112,489.45001939998474,489.41692930005956,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,19,19,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/jungle_animal_10.png,Jungle,animal,si,q,1,0.2336645000614226,None,0,1,1,1,0,19,19,19,,,,,489.45001939998474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4443700000411,489.45001939998474,489.45001939998474,491.42568880005274,491.42573999997694,491.43350200005807,491.43350200005807,491.66794070007745,q,1,0.2336645000614226,None,491.6679980000481,491.67506210005376,492.691169800004,492.6589478000533,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,20,20,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_animal_8.png,Jungle,animal,sc,p,1,0.24831860000267625,None,0,1,1,1,0,20,20,20,,,,,492.691169800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.68137270002626,492.691169800004,492.691169800004,494.67541790008545,494.6754613000667,494.68358020007145,494.68358020007145,494.93401610001456,p,1,0.24831860000267625,None,494.9340725999791,494.9416942000389,495.9578772999812,495.9252684999956,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,21,21,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_object_12.png,Undersea,object,sc,q,0,0.6932424999540672,None,0,1,1,1,0,21,21,21,,,,,495.9578772999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.9482033000095,495.9578772999812,495.9578772999812,497.9424997000024,497.94259210000746,497.95018030004576,497.95018030004576,498.651074500056,q,0,0.6932424999540672,None,498.65113300003577,498.65852799999993,499.67563810001593,499.6419966000831,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,22,22,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_animal_6.png,Undersea,animal,si,q,1,0.4966527000069618,None,0,1,1,1,0,22,22,22,,,,,499.67563810001593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.6704158000648,499.67563810001593,499.67563810001593,501.6591589000309,501.6592575000832,501.6669310000725,501.6669310000725,502.16747450002003,q,1,0.4966527000069618,None,502.16753189999145,502.17524140002206,503.1913348999806,503.15888140001334,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,23,23,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/jungle_animal_17.png,Jungle,animal,si,q,1,0.28386119997594506,None,0,1,1,1,0,23,23,23,,,,,503.1913348999806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.1802389000077,503.1913348999806,503.1913348999806,505.16793940006755,505.1680343000917,505.175214100047,505.175214100047,505.4676439000759,q,1,0.28386119997594506,None,505.46770000003744,505.47533629997633,506.4994467999786,506.4590535000898,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,24,24,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_17.png,Jungle,object,sc,p,1,0.20064459997229278,None,0,1,1,1,0,24,24,24,,,,,506.4994467999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.48851190006826,506.4994467999786,506.4994467999786,508.4680951000191,508.4681902000448,508.47526380000636,508.47526380000636,508.68401199998334,p,1,0.20064459997229278,None,508.6840675000567,508.6921269000741,509.70730200002436,509.6756687000161,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,25,25,0,stimuli/scenes/scene_U2.jpg,Undersea,Negvi,stimuli/items/undersea_object_13.png,Undersea,object,sc,q,0,0.26334459998179227,None,0,1,1,1,0,25,25,25,,,,,509.70730200002436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.69640160002746,509.70730200002436,509.70730200002436,511.6845234000357,511.6846194000682,511.69214820000343,511.69214820000343,511.9593523000367,q,0,0.26334459998179227,None,511.95941090001725,511.9672813999932,512.9914968999801,512.9506208000239,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,26,26,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_animal_12.png,Jungle,animal,sc,p,1,0.35569360002409667,None,0,1,1,1,0,26,26,26,,,,,512.9914968999801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.9811520000221,512.9914968999801,512.9914968999801,514.9678557000589,514.9678992000408,514.9754350000294,514.9754350000294,515.3342851999914,p,1,0.35569360002409667,None,515.3343429000815,515.3420857000165,516.3596570000518,516.3257036000723,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,27,27,0,stimuli/scenes/scene_U1.jpg,Undersea,Somar,stimuli/items/undersea_object_9.png,Undersea,object,sc,p,1,0.2535007999977097,None,0,1,1,1,0,27,27,27,,,,,516.3596570000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.3540439000353,516.3596570000518,516.3596570000518,518.3345760999946,518.3346793000819,518.3421291999985,518.3421291999985,518.6010104999878,p,1,0.2535007999977097,None,518.6010682000779,518.6086402999936,519.6253841000143,519.5924205000047,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,28,28,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/jungle_object_12.png,Jungle,object,sc,p,1,0.21931810001842678,None,0,1,1,1,0,28,28,28,,,,,519.6253841000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.6178516000509,519.6253841000143,519.6253841000143,521.6012835000874,521.6013758999761,521.6086721000029,521.6086721000029,521.8347869000863,p,1,0.21931810001842678,None,521.8348420000402,521.8420712000225,522.8590622000629,522.8259368999861,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
2,29,29,0,stimuli/scenes/scene_J1.jpg,Jungle,Malbow,stimuli/items/jungle_object_6.png,Jungle,object,sc,p,1,0.22445059998426586,None,0,1,1,1,0,29,29,29,,,,,522.8590622000629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.852982499986,522.8590622000629,522.8590622000629,524.8425533000845,524.8426021999912,524.8506905999966,524.8506905999966,525.0763574000448,p,1,0.22445059998426586,None,525.0764179000398,525.0836300000083,526.1000867000548,526.0676600000588,,,,,,,,,,,,,,,,,,,,,,208,1,short,A,2026-07-13_09h49.27.087,SBL_superimposed_encoding,,2026.1.3,119.58346692606703,2026-07-13 09h49.27.283603 -0400,
