run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_congruency.rt,key_resp_congruency.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,between_run_inst.thisRepN,between_run_inst.thisTrialN,between_run_inst.thisN,between_run_inst.thisIndex,thisRow.t,notes,piloting,get_relatedness_keys.started,get_relatedness_keys.stopped,instructions_screen.started,text_instructions.started,key_welcome.started,instructions_screen.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,instruction_keys.started,text_keys.started,key_resp_keysInst.started,instruction_keys.stopped,key_resp_keysInst.keys,key_resp_keysInst.rt,key_resp_keysInst.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank2000.started,text_2.started,text_2.stopped,blank2000.stopped,get_run_stim_list.started,get_run_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,text_congruency.stopped,key_resp_congruency.stopped,congruency_response.stopped,trials.key_resp_congruency.keys,trials.key_resp_congruency.corr,blank1000.started,text.started,text.stopped,blank1000.stopped,trials.key_resp_congruency.rt,trials.key_resp_congruency.duration,is_last_run.started,is_last_run.stopped,between_run_pause.started,text_run_pause.started,text_relatedness_pause.started,key_resp_next_run.started,between_run_pause.stopped,between_run_inst.key_resp_next_run.keys,between_run_inst.key_resp_next_run.rt,between_run_inst.key_resp_next_run.duration,image_scene.stopped,image_item.stopped,end_screen.started,text_end.started,key_end.started,end_screen.stopped,key_end.keys,key_end.rt,key_end.duration,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0025279000401496887,0.0028637999203056097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002891100011765957,0.00780680007301271,0.9991745001170784,16.913859100081027,space,15.899563899962232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.939682099968195,16.942711600102484,16.942711600102484,30.550916499923915,space,13.604292100062594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.820848499890417,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,30.896763999946415,32.550068699987605,45.65923899994232,space,13.101062000030652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.659283000044525,45.66638600011356,47.79140200000256,47.65018790005706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
1,0,0,0,stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_animal_9.png,Jungle,animal,sc,None,0,,,0,0,0,0,0,0,0,0,,,,,47.79140200000256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67064359993674,47.670880699995905,47.781548799946904,47.79140200000256,47.79140200000256,49.675525000086054,49.67867109994404,49.683420500019565,49.683420500019565,50.6750127999112,50.6750127999112,50.66724189999513,None,0,50.66728610009886,50.6750127999112,51.700224000029266,51.65886899991892,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
1,1,1,0,stimuli/scenes/scene_U1.jpg,Undersea,Malbow,stimuli/items/undersea_object_9.png,Undersea,object,sc,q,1,0.9278543998952955,None,0,0,0,0,0,1,1,1,,,,,51.700224000029266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.69529199996032,51.700224000029266,51.700224000029266,53.67593519994989,53.67603230010718,53.68322720006108,53.68322720006108,,,54.61765750008635,q,1,54.61771490005776,54.62510640011169,55.64997610007413,55.60905830003321,0.9278543998952955,None,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
1,2,2,0,stimuli/scenes/scene_J2.jpg,Jungle,Tulon,stimuli/items/undersea_object_19.png,Undersea,object,si,p,1,0.5534198000095785,None,0,0,0,0,0,2,2,2,,,,,55.64997610007413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.64153339993209,55.64997610007413,55.64997610007413,57.617861199891195,57.61796210007742,57.625113599933684,57.625113599933684,,,58.18452990008518,p,1,58.18458799994551,58.191933900117874,59.22338470001705,59.175465600099415,0.5534198000095785,None,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
1,3,3,0,stimuli/scenes/scene_U2.jpg,Undersea,Somar,stimuli/items/jungle_object_6.png,Jungle,object,si,None,0,,,0,0,0,0,0,3,3,3,,,,,59.22338470001705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.21211239998229,59.22338470001705,59.22338470001705,61.1926867000293,61.192732400028035,61.20046250009909,61.20046250009909,62.19226279994473,62.19226279994473,62.18359509995207,None,0,62.18365120003,62.19226279994473,63.225348100066185,63.175821099895984,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
1,4,4,0,stimuli/scenes/scene_J1.jpg,Jungle,Negvi,stimuli/items/jungle_object_11.png,Jungle,object,sc,q,1,0.4023861999157816,None,0,0,0,0,0,4,4,4,,,,,63.225348100066185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.21786929992959,63.225348100066185,63.225348100066185,65.19304909999482,65.19314419990405,65.20055889990181,65.20055889990181,,,65.60953920008615,q,1,65.60959460004233,65.61708789994009,66.65021120011806,66.60083919996396,0.4023861999157816,None,,,,,,,,,,,,,,,,,,,,205,1,short,A,2026-07-10_13h45.21.247,SBL_superimposed_encoding,,2026.1.3,119.57217091126466,2026-07-10 13h45.21.469065 -0400,
