run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,item_stimulus,item_cat,item_type,congruency,key_resp_remember.keys,key_resp_context.keys,key_resp_context.corr,key_resp_context.rt,key_resp_context.duration,key_resp_context_conf.keys,key_resp_context_conf.rt,key_resp_context_conf.duration,key_resp_scenes.keys,key_resp_scenes.corr,key_resp_scene_conf.keys,key_resp_scenes.rt,key_resp_scenes.duration,key_resp_scene_conf.rt,key_resp_scene_conf.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,subs_rand_vars.started,subs_rand_vars.stopped,set_instructions.started,set_instructions.stopped,ret_inst_scr.started,text_instructions.started,key_resp_start.started,ret_inst_scr.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,ret_inst2.started,text_instructions_2.started,key_resp_start_2.started,ret_inst2.stopped,key_resp_start_2.keys,key_resp_start_2.rt,key_resp_start_2.duration,create_runs_stim_div.started,create_runs_stim_div.stopped,set_rows.started,set_rows.stopped,item_imagine_scene.started,item_cue.started,item_imagine_scene.stopped,trials.key_resp_remember.keys,blank1000.started,blank1000.stopped,select_context.started,text_context_headline.started,text_sea.started,text_jungle.started,key_resp_context.started,select_context.stopped,trials.key_resp_context.keys,trials.key_resp_context.corr,trials.key_resp_context.rt,trials.key_resp_context.duration,blank500.started,text_blank.started,text_blank.stopped,blank500.stopped,context_confidence.started,text_context_choice.started,slider_context_conf.started,key_resp_context_conf.started,context_confidence.stopped,trials.key_resp_context_conf.keys,trials.key_resp_context_conf.rt,trials.key_resp_context_conf.duration,select_scene_name.started,text_scene_headline.started,text_actual_context.started,text_q_scene.started,text_labels.started,text_scene_headline.stopped,text_actual_context.stopped,text_q_scene.stopped,text_labels.stopped,select_scene_name.stopped,trials.key_resp_scenes.keys,trials.key_resp_scenes.corr,scene_confidence.started,text_chosen_scene.started,slider_scene_conf.started,key_resp_scene_conf.started,text_chosen_scene.stopped,slider_scene_conf.stopped,key_resp_scene_conf.stopped,scene_confidence.stopped,trials.key_resp_scene_conf.keys,blank3000.started,blank3000.stopped,trials.key_resp_scenes.rt,trials.key_resp_scenes.duration,trials.key_resp_scene_conf.rt,trials.key_resp_scene_conf.duration,participant,session,delay,group,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027976036071777344,0.028139829635620117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028156280517578125,0.028241395950317383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02825331687927246,0.03413558006286621,1.022589921951294,40.614707946777344,space,39.586413621902466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.614731788635254,40.62258720397949,42.605897188186646,51.88948917388916,space,9.28318476676941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.88962411880493,51.88973426818848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
0,0,0,0,stimuli/scenes/scene_U1.png,Undersea,Negvi,stimuli/items/undersea_object_6.png,Undersea,object,sc,None,2,1,1.1875152587890625,None,3,1.130122184753418,None,None,0,None,,,,,0,0,0,0,0,0,0,0,52.026739835739136,,,,,,,,,,,,,,,,,,,,,,51.91005349159241,51.910178899765015,52.01970076560974,52.026739835739136,55.914233446121216,None,59.748268604278564,60.73930358886719,56.909669399261475,56.91420650482178,56.91420650482178,56.91420650482178,-0.0004968643188476562,58.09794211387634,2,1,1.1875152587890625,None,63.23106598854065,63.239179372787476,63.730857133865356,63.72265934944153,58.59100866317749,58.61511588096619,58.61511588096619,58.61511588096619,59.74823355674744,3,1.130122184753418,None,60.74249792098999,60.74755620956421,60.74755620956421,60.74755620956421,60.74755620956421,63.239179372787476,63.239179372787476,63.239179372787476,63.239179372787476,63.23103332519531,None,0,63.7247588634491,63.739214181900024,63.739214181900024,63.739214181900024,65.73084831237793,65.73084831237793,65.73084831237793,65.72324180603027,None,65.72326922416687,68.72263526916504,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
0,1,1,0,stimuli/scenes/scene_J1.png,Jungle,Somar,stimuli/items/undersea_animal_8.png,Undersea,animal,si,None,1,1,1.0052833557128906,None,3,0.6336209774017334,None,1,0,None,2.1120448112487793,None,,,0,0,0,0,0,1,1,1,68.7866439819336,,,,,,,,,,,,,,,,,,,,,,,,68.78561520576477,68.7866439819336,72.75589609146118,None,75.89810705184937,76.88931393623352,73.74816727638245,73.75584888458252,73.75584888458252,73.75584888458252,-7.62939453125e-05,74.75620794296265,1,1,1.0052833557128906,None,79.01461052894592,79.02250480651855,79.51420068740845,79.50595045089722,75.24940228462219,75.25587034225464,75.25587034225464,75.25587034225464,75.89807295799255,3,0.6336209774017334,None,76.89224433898926,76.89751982688904,76.89751982688904,76.89751982688904,76.89751982688904,,,,,79.0145697593689,1,0,79.50768232345581,79.51420068740845,79.51420068740845,79.51420068740845,81.50584101676941,81.50584101676941,81.50584101676941,81.49817943572998,None,81.4982078075409,84.48928213119507,2.1120448112487793,None,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
0,2,2,0,stimuli/scenes/scene_J2.png,Jungle,Malbow,stimuli/items/other_animal_16.png,Other,animal,si,None,1,1,0.4708857536315918,None,3,0.5525603294372559,None,1,1,None,2.2903287410736084,None,,,0,0,0,0,0,2,2,2,85.10557675361633,,,,,,,,,,,,,,,,,,,,,,,,85.10453367233276,85.10557675361633,88.52254033088684,None,91.0482497215271,92.03928112983704,89.51482772827148,89.52250552177429,89.52250552177429,89.52250552177429,0.0002422332763671875,89.98956394195557,1,1,0.4708857536315918,None,94.33959865570068,94.34749746322632,94.83920288085938,94.83095049858093,90.48163652420044,90.48921418190002,90.48921418190002,90.48921418190002,91.04821419715881,3,0.5525603294372559,None,92.03963589668274,92.04750394821167,92.04750394821167,92.04750394821167,92.04750394821167,,,,,94.33956003189087,1,1,94.83166718482971,94.83920288085938,94.83920288085938,94.83920288085938,96.83083128929138,96.83083128929138,96.83083128929138,96.82317614555359,None,96.82320499420166,99.81428050994873,2.2903287410736084,None,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
0,3,3,0,stimuli/scenes/scene_U1.png,Undersea,Negvi,stimuli/items/undersea_animal_21.png,Undersea,animal,sc,None,2,1,1.9301862716674805,None,3,0.825512170791626,None,None,0,2,,,1.2326834201812744,None,0,0,0,0,0,3,3,3,99.89033579826355,,,,,,,,,,,,,,,,,,,,,,,,99.88931798934937,99.89033579826355,103.84753060340881,None,108.10653114318848,109.09759783744812,104.83982110023499,104.84749627113342,104.84749627113342,104.84749627113342,0.00024628639221191406,106.77286624908447,2,1,1.9301862716674805,None,111.58933877944946,111.59747695922852,112.08914637565613,112.08092665672302,107.26606249809265,107.272540807724,107.272540807724,107.272540807724,108.10649609565735,3,0.825512170791626,None,109.10038995742798,109.10582947731018,109.10582947731018,109.10582947731018,109.10582947731018,111.59747695922852,111.59747695922852,111.59747695922852,111.59747695922852,111.58930897712708,None,0,112.08302855491638,112.09751963615417,112.09751963615417,112.09751963615417,,,,113.3314917087555,2,113.33152842521667,116.32259893417358,,,1.2326834201812744,None,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
0,4,4,0,stimuli/scenes/scene_U1.png,Undersea,Negvi,stimuli/items/jungle_object_16.png,Jungle,object,si,None,1,0,1.3268067836761475,None,2,0.966202974319458,None,None,0,None,,,,,0,0,0,0,0,4,4,4,116.42441129684448,,,,,,,,,,,,,,,,,,,,,,,,116.42339515686035,116.42441129684448,120.33918762207031,None,124.13151836395264,125.12258768081665,121.3314790725708,121.33914947509766,121.33914947509766,121.33914947509766,-2.5033950805664062e-05,122.66449308395386,1,0,1.3268067836761475,None,127.61433458328247,127.62246131896973,128.11412811279297,128.1059148311615,123.15772724151611,123.1641640663147,123.1641640663147,123.1641640663147,124.13148474693298,2,0.966202974319458,None,125.12292790412903,125.13081407546997,125.13081407546997,125.13081407546997,125.13081407546997,127.62246131896973,127.62246131896973,127.62246131896973,127.62246131896973,127.6143045425415,None,0,128.1066288948059,128.12250638008118,128.12250638008118,128.12250638008118,130.11414456367493,130.11414456367493,130.11414456367493,130.10647535324097,None,130.10650253295898,133.1059169769287,,,,,205,1,short,A,2025-09-22_11h12.10.655,SBL_retrieval_exp,2024.2.4,120.0018310826276,2025-09-22 11h12.20.706939 -0400,
