scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_cat,item_stimulus,item_cat,item_type,congruency,key_resp_congruency.keys,key_resp_congruency.corr,key_resp_context.keys,key_resp_context.corr,key_resp_context.rt,key_resp_context.duration,key_resp_context_conf.keys,key_resp_context_conf.rt,key_resp_context_conf.duration,key_resp_scenes.keys,key_resp_scenes.corr,key_resp_scenes.rt,key_resp_scenes.duration,key_resp_scene_conf.keys,key_resp_scene_conf.rt,key_resp_scene_conf.duration,trials_part1.thisRepN,trials_part1.thisTrialN,trials_part1.thisN,trials_part1.thisIndex,skip_to_part4_debug.thisRepN,skip_to_part4_debug.thisTrialN,skip_to_part4_debug.thisN,skip_to_part4_debug.thisIndex,trials_enc.thisRepN,trials_enc.thisTrialN,trials_enc.thisN,trials_enc.thisIndex,trials_retrieval.thisRepN,trials_retrieval.thisTrialN,trials_retrieval.thisN,trials_retrieval.thisIndex,thisRow.t,notes,piloting,get_sub_vars.started,get_sub_vars.stopped,overall_instructions.started,text_instructions.started,key_welcome.started,overall_instructions.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,part1_instructions.started,text_instructions_part1.started,key_instructions_part1.started,part1_instructions.stopped,key_instructions_part1.keys,key_instructions_part1.rt,key_instructions_part1.duration,part1.started,scene_image_part1.started,scene_name_part1.started,text_scenename.started,text_memorize.started,key_sceneLearn.started,part1.stopped,trials_part1.key_sceneLearn.keys,trials_part1.key_sceneLearn.rt,trials_part1.key_sceneLearn.duration,part1_instructions_2.started,text_instructions_part1_2.started,key_instructions_part1_2.started,part1_instructions_2.stopped,key_instructions_part1_2.keys,key_instructions_part1_2.rt,key_instructions_part1_2.duration,part1_compare.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_compare.started,part1_compare.stopped,key_compare.keys,key_compare.rt,key_compare.duration,part4_instructions.started,text_part4_instructions.started,key_part4_instructions.started,part4_instructions.stopped,key_part4_instructions.keys,key_part4_instructions.rt,key_part4_instructions.duration,enc_instruction_screen.started,text_enc_instruction.started,key_proceed.started,enc_instruction_screen.stopped,key_proceed.keys,key_proceed.rt,key_proceed.duration,enc_inst_2.started,text_relatedness_keys.started,key_proceed_2.started,enc_inst_2.stopped,key_proceed_2.keys,key_proceed_2.rt,key_proceed_2.duration,get_stim_list.started,get_stim_list.stopped,scene_item_presentation.started,image_scene.started,image_item.started,scene_item_presentation.stopped,congruency_response.started,text_congruency.started,key_resp_congruency.started,text_congruency.stopped,key_resp_congruency.stopped,congruency_response.stopped,trials_enc.key_resp_congruency.keys,trials_enc.key_resp_congruency.corr,blank1000_2.started,text_6.started,text_6.stopped,blank1000_2.stopped,image_scene.stopped,image_item.stopped,ret_inst_gen.started,text_7.started,ret_inst_gen.stopped,key_continue_7.keys,key_continue_7.rt,key_continue_7.duration,ret_inst_1.started,image_inst1.started,key_continue.started,ret_inst_1.stopped,key_continue.keys,key_continue.rt,key_continue.duration,ret_inst_2.started,image_inst2.started,ret_inst_2.stopped,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,ret_inst_3.started,image_inst3.started,ret_inst_3.stopped,key_continue_3.keys,key_continue_3.rt,key_continue_3.duration,ret_inst_4.started,image_inst4.started,ret_inst_4.stopped,key_continue_4.keys,key_continue_4.rt,key_continue_4.duration,ret_inst_5.started,image_inst5.started,ret_inst_5.stopped,key_continue_5.keys,key_continue_5.rt,key_continue_5.duration,ret_inst_6.started,image_inst6.started,ret_inst_6.stopped,key_continue_6.keys,key_continue_6.rt,key_continue_6.duration,item_imagine_scene.started,item_cue.started,item_imagine_scene.stopped,select_context.started,text_contrext_headline.started,text_sea.started,text_jungle.started,key_resp_context.started,select_context.stopped,trials_retrieval.key_resp_context.keys,trials_retrieval.key_resp_context.corr,trials_retrieval.key_resp_context.rt,trials_retrieval.key_resp_context.duration,blank500.started,text_blank.started,text_blank.stopped,blank500.stopped,context_confidence.started,text_context_choice.started,slider_context_conf.started,key_resp_context_conf.started,context_confidence.stopped,trials_retrieval.key_resp_context_conf.keys,trials_retrieval.key_resp_context_conf.rt,trials_retrieval.key_resp_context_conf.duration,select_scene_name.started,text_scene_headline.started,text_actual_context.started,text_q_scene.started,text_labels.started,key_resp_scenes.started,select_scene_name.stopped,trials_retrieval.key_resp_scenes.keys,trials_retrieval.key_resp_scenes.corr,trials_retrieval.key_resp_scenes.rt,trials_retrieval.key_resp_scenes.duration,select_confidence.started,text_chosen_scene.started,slider_scene_conf.started,key_resp_scene_conf.started,select_confidence.stopped,trials_retrieval.key_resp_scene_conf.keys,trials_retrieval.key_resp_scene_conf.rt,trials_retrieval.key_resp_scene_conf.duration,blank3000.started,text_blank3000.started,text_blank3000.stopped,blank3000.stopped,item_cue.stopped,text_contrext_headline.stopped,text_sea.stopped,text_jungle.stopped,key_resp_context.stopped,key_resp_context_conf.stopped,text_context_choice.stopped,slider_context_conf.stopped,text_scene_headline.stopped,text_actual_context.stopped,text_q_scene.stopped,text_labels.stopped,key_resp_scenes.stopped,text_chosen_scene.stopped,slider_scene_conf.stopped,key_resp_scene_conf.stopped,end_screen_2.started,text_end_screen.started,key_resp_exit.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
stimuli/scenes/scene_J1.jpg,Negvi,,,7,7,0,,,,Jungle,stimuli/items/jungle_objects_30.png,Jungle,object,sc,None,0,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,48.016180200036615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.01206739991903,48.016180200036615,48.016180200036615,50.00183230009861,50.001879000104964,50.00993279996328,50.00993279996328,51.00148719991557,51.00148719991557,50.99319169996306,None,0,50.99324039998464,51.00148719991557,52.02126649999991,51.98500979994424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J2.jpg,Tulon,,,8,8,0,,,,Jungle,stimuli/items/undersea_objects_38.png,Undersea,object,si,None,0,,,,,,,,,,,,,,,,,,,,,,,0,8,8,4,,,,,52.02126649999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.01218759990297,52.02126649999991,52.02126649999991,54.01004109997302,54.01009049988352,54.01789740007371,54.01789740007371,,,55.001585700083524,None,0,55.00164130004123,55.0099778000731,56.01954329991713,55.993117100093514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_U2.jpg,Malbow,,,9,9,0,,,,Undersea,stimuli/items/undersea_animals_37.png,Undersea,animal,sc,None,0,,,,,,,,,,,,,,,,,,,,,,,0,9,9,11,,,,,56.01954329991713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.01435189996846,56.01954329991713,56.01954329991713,58.00185490003787,58.00192809989676,58.00987900001928,58.00987900001928,59.00180609989911,59.00180609989911,58.99360639997758,None,0,58.99365590000525,59.00180609989911,60.013558600097895,59.984864899888635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J1.jpg,Negvi,,,10,10,0,,,,Jungle,stimuli/items/jungle_animals_43.png,Jungle,animal,sc,None,0,,,,,,,,,,,,,,,,,,,,,,,0,10,10,0,,,,,60.013558600097895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00637950003147,60.013558600097895,60.013558600097895,62.00192809989676,62.00197510002181,62.00983790005557,62.00983790005557,63.001607900019735,63.001607900019735,62.99392820009962,None,0,62.99400450009853,63.001607900019735,64.01714979996905,63.98499280004762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J2.jpg,Tulon,,,11,11,0,,,,Jungle,stimuli/items/jungle_animals_46.png,Jungle,animal,sc,None,0,,,,,,,,,,,,,,,,,,,,,,,0,11,11,3,,,,,64.01714979996905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01152689987794,64.01714979996905,64.01714979996905,66.00207730010152,66.00213030003943,66.01011890009977,66.01011890009977,67.00210579996929,67.00210579996929,66.9938902000431,None,0,66.99393870006315,67.00210579996929,67.9935224999208,67.985398999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.98548769997433,67.9935224999208,81.24401549994946,space,10.248845600057393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24479950009845,81.25265099992976,84.23564590001479,84.97831550007686,space,0.7345795999281108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.97836469998583,84.98579979990609,88.61911249998957,space,0.6489394998643547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6191604998894,88.62756889988668,93.98617940000258,space,2.367454999824986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.98622839991003,93.99438529997133,97.8195136000868,space,0.8406795999035239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81956299999729,97.82783329999074,101.11959800007753,space,0.3030064001213759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11964809987694,101.12765470007434,105.43603050010279,space,1.3232627999968827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_U1.jpg,Somar,,,0,0,0,,,,Undersea,stimuli/items/undersea_objects_8.png,Undersea,object,sc,,,2,1,0.8156602999661118,None,3,0.08994570001959801,None,2,0,0.23002459993585944,None,3,0.15717610018327832,None,,,,,,,,,,,,,0,0,0,6,105.45830009994097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.04472390003502,112.05268560000695,113.04434149991721,113.03602140001021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.45522159989923,105.45830009994097,109.44414869998582,110.44259650004096,110.44642920000479,110.44642920000479,110.44642920000479,0.006567600183188915,111.26133110001683,2,1,0.8156602999661118,None,113.2779510000255,113.28591189999133,113.77997960010543,113.76946439989842,111.75561790005304,111.7649169000797,111.7649169000797,111.95224049990065,112.0446651999373,3,0.08994570001959801,None,113.04029499995522,113.04434149991721,113.04434149991721,113.04434149991721,113.04434149991721,113.04434149991721,113.27789189992473,2,0,0.23002459993585944,None,113.77181380009279,113.77997960010543,113.77997960010543,113.86911430000328,114.02803290006705,3,0.15717610018327832,None,114.02808919991367,114.035668999888,117.03285810002126,117.01990479999222,,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_U2.jpg,Malbow,,,1,1,0,,,,Undersea,stimuli/items/jungle_animals_26.png,Jungle,animal,si,,,None,0,,,None,,,None,0,,,None,,,,,,,,,,,,,,,0,1,1,9,117.03285810002126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.01174809993245,127.01943499990739,128.01150420005433,128.00302039994858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.03062939993106,117.03285810002126,121.0193984999787,122.01167450007051,122.01969010010362,122.01969010010362,122.01969010010362,-0.00035910005681216717,124.5197888999246,None,0,,,130.5033452999778,130.519979899982,131.01169739989564,131.00299700000323,125.01421199995093,125.0209192999173,125.0209192999173,125.21948230010457,127.01170119992457,None,,,128.00342349987477,128.01947849988937,128.01947849988937,128.01947849988937,128.01947849988937,128.01947849988937,130.5032953999471,None,0,,,131.00608439999633,131.01953179994598,131.01953179994598,131.1194458999671,133.00367149990052,None,,,133.00371979991905,133.0196873000823,136.0149999000132,136.0033821000252,121.02744120010175,124.51127890008502,124.51127890008502,124.51127890008502,2.4915275999810547,127.01099750003777,127.01943499990739,127.01943499990739,130.51134760002606,130.51134760002606,130.51134760002606,130.51134760002606,130.51134760002606,133.01109399995767,133.01109399995767,133.01109399995767,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_U1.jpg,Somar,,,2,2,0,,,,Undersea,stimuli/items/other_animals_39.png,Other,animal,si,,,None,0,,,None,,,None,0,,,None,,,,,,,,,,,,,,,0,2,2,8,136.0149999000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.00390830007382,146.01957280002534,147.01206219987944,147.0032812000718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.01360809989274,136.0198589998763,140.00332850008272,141.00400800001808,141.01982300006784,141.01982300006784,141.01982300006784,-1.300126314163208e-06,143.5201918000821,None,0,,,149.5034900000319,149.51986019988544,150.01185450004414,150.00338559993543,144.0124200999271,144.01976970001124,144.01976970001124,144.21943220007233,146.00386049994268,None,,,147.00370140001178,147.0198663000483,147.0198663000483,147.0198663000483,147.0198663000483,147.0198663000483,149.50344050000422,None,0,,,150.00426810001954,150.0198292999994,150.0198292999994,150.11978300008923,152.00379880005494,None,,,152.0038477999624,152.01982200006023,155.01529989996925,155.0034268000163,140.01111399987713,143.5114362000022,143.5114362000022,143.5114362000022,2.49196709995158,146.01125589990988,146.01125589990988,146.01125589990988,149.51170750008896,149.51170750008896,149.51170750008896,149.51170750008896,149.51170750008896,152.01161899999715,152.01161899999715,152.01161899999715,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_U2.jpg,Malbow,,,3,3,0,,,,Undersea,stimuli/items/jungle_animals_10.png,Jungle,animal,si,,,None,0,,,None,,,None,0,,,None,,,,,,,,,,,,,,,0,3,3,10,155.01529989996925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.00434420001693,165.02010269998573,166.01175669999793,166.00336969993077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0136331000831,155.0203346000053,159.00335759995505,160.00404620007612,160.02009180001915,160.02009180001915,160.02009180001915,0.0003887999337166548,162.52035410003737,None,0,,,168.50402130000293,168.52055829996243,169.01188870007172,169.003496899968,163.01287349988706,163.01963069988415,163.01963069988415,163.22017299989238,165.00429679988883,None,,,166.00376880005933,166.02043889998458,166.02043889998458,166.02043889998458,166.02043889998458,166.02043889998458,168.5039715000894,None,0,,,169.00441739987582,169.0203324998729,169.0203324998729,169.1200761999935,171.00401800009422,None,,,171.00406649988145,171.0199319999665,174.01481399987824,174.00398660008796,159.01177189988084,162.51190460007638,162.51190460007638,162.51190460007638,2.4921585998963565,165.01167179993354,165.01167179993354,165.01167179993354,168.51155019993894,168.51155019993894,168.51155019993894,168.51155019993894,168.51155019993894,171.01199400005862,171.01199400005862,171.01199400005862,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J2.jpg,Tulon,,,4,4,0,,,,Jungle,stimuli/items/jungle_animals_46.png,Jungle,animal,sc,,,None,0,,,None,,,None,0,,,2,0.1778299999423325,None,,,,,,,,,,,,,0,4,4,3,174.01481399987824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.00468089990318,184.02024669991806,185.01211320003495,185.00435609999113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.013392199995,174.02041670004837,178.00405250000767,179.00489920005202,179.02049489994533,179.02049489994533,179.02049489994533,0.00047559989616274834,181.52077870001085,None,0,,,187.5042665998917,187.52071440010332,188.0124687999487,188.00417359988205,182.01304750004783,182.02046080003493,182.02046080003493,182.22029979992658,184.00463290000334,None,,,185.00941630010493,185.02060310007073,185.02060310007073,185.02060310007073,185.02060310007073,185.02060310007073,187.5042153999675,None,0,,,188.0050862999633,188.02024940005504,188.02024940005504,188.12038729991764,188.3044090999756,2,0.1778299999423325,None,188.30447439989075,188.3123331000097,191.30706320004538,191.29562729992904,178.0119564998895,181.51205189991742,181.51205189991742,181.51205189991742,2.4925154999364167,184.0120810000226,184.0120810000226,184.0120810000226,187.51198030007072,187.51198030007072,187.51198030007072,187.51198030007072,187.51198030007072,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J1.jpg,Negvi,,,5,5,0,,,,Jungle,stimuli/items/other_objects_41.png,Other,object,si,,,2,0,1.337921499973163,None,3,0.16892919992096722,None,2,1,0.06585299992002547,None,3,0.4473196000326425,None,,,,,,,,,,,,,0,5,5,2,191.30706320004538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.51301899994723,198.52070240001194,199.5123497999739,199.5042802998796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3048495000694,191.30706320004538,195.2960657000076,196.2883514999412,196.29560140008107,196.29560140008107,196.29560140008107,-0.00011059991084039211,197.64631389989518,2,0,1.337921499973163,None,199.5793934999965,199.58769230009057,200.0804590000771,200.07105559995398,198.1407810000237,198.14730599988252,198.14730599988252,198.3372758999467,198.51295950007625,3,0.16892919992096722,None,199.50469419988804,199.5123497999739,199.5123497999739,199.5123497999739,199.5123497999739,199.5123497999739,199.57933550002053,2,1,0.06585299992002547,None,200.0736479999032,200.0804590000771,200.0804590000771,200.17089609988034,200.6213481000159,3,0.4473196000326425,None,200.62141190003604,200.62876049987972,203.62363089993596,203.61260610003956,195.3038530999329,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J2.jpg,Tulon,,,6,6,0,,,,Jungle,stimuli/items/undersea_objects_38.png,Undersea,object,si,,,2,0,1.1011196000035852,None,3,0.05321060004644096,None,2,0,0.24296719999983907,None,3,0.13739220006391406,None,,,,,,,,,,,,,0,6,6,4,203.62363089993596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.47976940008812,210.48762240004726,211.4792484000791,211.47139839990996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6217557999771,203.62363089993596,207.6125757000409,208.60501679987647,208.61223670002073,208.61223670002073,208.61223670002073,-0.0002615000121295452,209.729620099999,2,0,1.1011196000035852,None,211.72973440005444,211.73771249991842,212.22929039993323,212.22093429998495,210.22204530006275,210.2292053999845,210.2292053999845,210.42095849988982,210.4797080999706,3,0.05321060004644096,None,211.47180649987422,211.4792484000791,211.4792484000791,211.4792484000791,211.4792484000791,211.4792484000791,211.7296716000419,2,0,0.24296719999983907,None,212.22199269989505,212.22929039993323,212.22929039993323,212.3208588999696,212.46330880001187,3,0.13739220006391406,None,212.46336699998938,212.47075539990328,215.4654679999221,215.45458959997632,207.62092499993742,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
stimuli/scenes/scene_J1.jpg,Negvi,,,7,7,0,,,,Jungle,stimuli/items/jungle_animals_43.png,Jungle,animal,sc,,,1,1,0.363311099819839,None,2,0.3929914999753237,None,1,0,1.3851423000451177,None,2,0.24178389995358884,None,,,,,,,,,,,,,0,7,7,0,215.4654679999221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9219502999913,221.92917279992253,222.92123760003597,222.91329520009458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.463494699914,215.4654679999221,219.45489799999632,220.44741460005753,220.45464479993097,220.45464479993097,220.45464479993097,-0.0003559999167919159,220.82998870010488,1,1,0.363311099819839,None,222.92147599998862,222.9295556000434,223.42166569991969,223.4127030998934,221.32383230002597,221.3308687999379,221.3308687999379,221.5212373000104,221.9218882001005,2,0.3929914999753237,None,222.91369380010292,222.92123760003597,222.92123760003597,222.92123760003597,222.92123760003597,222.92123760003597,222.92141900002025,1,0,1.3851423000451177,None,223.41506909998134,223.42166569991969,223.42166569991969,223.51243299990892,223.75496689998545,2,0.24178389995358884,None,223.75503530004062,223.76250880002044,226.75829100003466,226.7465274001006,219.4625802000519,,,,,,,,,,,,,,,,,,,220,1,2026-07-09_12h07.34.045,SBL_superimposed_training_task,,2026.1.3,118.94538282480787,2026-07-09 12h07.35.289985 -0400,
