instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0005,6.2365,space,6.2228,,101,001,2024-08-15_10h56.33.604,arithmetic_task,2024.1.5,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,001,2024-08-15_10h56.33.604,arithmetic_task,2024.1.5,MacIntel,63.69426752,6.244,6.2443,6.2444,7.6356,2,0,1.3709,,7.6359,10.6394,10.6397,10.64,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,001,2024-08-15_10h56.33.604,arithmetic_task,2024.1.5,MacIntel,63.69426752,10.6423,10.6424,10.6425,11.8902,1,0,1.2389,,11.8904,14.8927,14.8928,14.8928,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,001,2024-08-15_10h56.33.604,arithmetic_task,2024.1.5,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,14.8937,15.8935,1,0.9818,,,,,,
,,,,,101,001,2024-08-15_10h56.33.604,arithmetic_task,2024.1.5,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8936,16.6776,space,0.7661,
