instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0004,1.1017,space,1.0866,,101,001,2024-08-15_11h09.36.730,arithmetic_task,2024.1.5,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,001,2024-08-15_11h09.36.730,arithmetic_task,2024.1.5,MacIntel,59.88023952,1.1074,1.1075,1.1076,2.5191,2,0,1.3969,,2.5195,5.5216,5.5219,5.5222,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,001,2024-08-15_11h09.36.730,arithmetic_task,2024.1.5,MacIntel,59.88023952,5.5248,5.525,5.525,10.8091,1,0,5.2711,,10.8093,13.8115,13.8116,13.8116,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,001,2024-08-15_11h09.36.730,arithmetic_task,2024.1.5,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,13.813,15.1296,1,1.3026,,,,,,
,,,,,101,001,2024-08-15_11h09.36.730,arithmetic_task,2024.1.5,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1298,16.5977,space,1.4544,
