instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0005,17.4099,space,17.3895,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,17.4209,17.4211,17.4211,19.7026,2,0,2.2757,,19.703,21.7044,21.7046,24.7042,24.7044,24.7047,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,24.7066,24.7069,24.7069,26.7323,1,0,2.0134,,26.7327,28.7331,28.7331,31.734,31.734,31.7341,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,31.7357,31.736,31.736,35.402,2,0,3.6539,,35.4025,37.4027,37.4029,40.4041,40.4042,40.4042,0,2,2,2,1,118 / 2,59,63,57,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,40.406,40.4062,40.4063,42.8049,2,0,2.3871,,42.8054,44.8056,44.8057,47.8065,47.8066,47.8066,0,3,3,3,1,36 - 13,23,28,22,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,47.8079,47.808,47.808,51.3284,2,0,3.5083,,51.3286,53.3276,53.3276,56.3299,56.3299,56.3301,0,4,4,4,1,38 - 12,26,23,36,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,56.3317,56.332,56.332,60.0641,1,0,3.7196,,60.0645,62.0652,62.0653,65.0661,65.0662,65.0662,0,5,5,5,1,38 + 26,64,54,62,1,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,65.0672,65.0673,65.0673,68.0143,2,0,2.9352,,68.0145,70.0148,70.0148,73.0157,73.0158,73.0158,0,6,6,6,1,108 / 2,54,56,64,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,73.0172,73.0174,73.0174,75.4168,2,0,2.3871,,75.4173,77.4165,77.4165,80.4178,80.418,80.418,0,7,7,7,1,15 * 2,30,27,26,2,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-25_19h08.31.253,arithmetic_task,2024.1.5,MacIntel,75.18796992,80.4194,80.4197,80.4198,82.4059,2,0,1.9816,,82.4063,84.4066,84.4067,87.4077,87.4078,87.4079,0,8,8,8,1,30 - 14,16,17,18,2,,,,,,,,,,,,
