instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,113.476,113.476,113.476,114.794,3,0,1.313,,114.794,116.794,116.794,119.795,119.795,119.795,0,9,9,9,1,13 * 2,26,24,23,3,119.796,134.794,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,134.794,134.794,134.794,137.107,3,0,2.307,,137.108,139.107,139.107,142.107,142.107,142.107,0,10,10,10,1,31 + 10,41,39,32,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,142.108,142.108,142.108,144.885,1,0,2.772,,144.885,146.885,146.885,149.885,149.885,149.885,0,11,11,11,1,27 - 14,13,10,23,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,149.887,149.887,149.887,153.01,1,0,3.118,,153.01,155.01,155.01,158.01,158.01,158.01,0,12,12,12,1,27 + 18,45,47,52,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,158.011,158.011,158.011,159.732,2,0,1.717,,159.732,161.732,161.732,164.732,164.732,164.732,0,13,13,13,1,37 + 18,55,47,45,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,164.733,164.733,164.733,166.614,1,0,1.875,,166.614,168.614,168.614,171.614,171.614,171.614,0,14,14,14,1,112 / 2,56,52,46,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,171.615,171.615,171.616,172.968,2,0,1.346,,172.968,174.968,174.968,177.968,177.968,177.968,0,15,15,15,1,110 / 2,55,59,57,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,177.969,177.969,177.969,179.676,3,0,1.702,,179.676,181.677,181.677,184.677,184.677,184.677,0,16,16,16,1,22 + 14,36,46,38,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,184.678,184.678,184.678,187.836,3,0,3.152,,187.836,189.837,189.837,192.836,192.837,192.837,0,17,17,17,1,32 - 9,23,29,21,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,192.837,192.837,192.837,196.607,3,0,3.763,,196.608,198.607,198.607,201.607,201.607,201.607,0,18,18,18,1,18 * 3,54,52,44,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,201.607,201.607,201.607,204.288,2,0,2.674,,204.288,206.289,206.289,209.288,209.288,209.288,0,19,19,19,1,33 - 6,27,29,26,2,209.289,224.289,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,224.289,224.289,224.289,226.94,3,0,2.645,,226.94,228.941,228.941,231.941,231.941,231.941,0,20,20,20,1,19 * 3,57,50,53,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,231.942,231.942,231.942,237.635,3,0,5.689,,237.635,239.635,239.635,242.635,242.635,242.635,0,21,21,21,1,140 / 4,45,35,42,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,242.636,242.636,242.636,245.996,1,0,3.356,,245.997,247.996,247.997,250.996,250.996,250.997,0,22,22,22,1,23 + 18,41,39,33,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,250.998,250.998,250.998,253.142,3,0,2.138,,253.142,255.142,255.142,258.142,258.142,258.142,0,23,23,23,1,128 / 2,64,60,62,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,258.142,258.142,258.142,260.6,2,0,2.451,,260.6,262.601,262.601,265.6,265.6,265.6,0,24,24,24,1,39 - 11,28,26,27,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,265.601,265.601,265.601,269.163,1,0,3.559,,269.163,271.163,271.163,274.162,274.162,274.162,0,25,25,25,1,23 + 9,32,31,29,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,274.163,274.163,274.163,278.573,1,0,4.405,,278.573,280.573,280.573,283.573,283.573,283.573,0,26,26,26,1,142 / 2,71,72,74,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,283.574,283.574,283.574,285.566,2,0,1.984,,285.566,287.565,287.565,290.566,290.566,290.566,0,27,27,27,1,14 * 3,42,38,40,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,290.567,290.567,290.567,295.92,3,0,5.347,,295.92,297.92,297.92,300.92,300.92,300.92,0,28,28,28,1,33 - 8,25,26,28,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,300.921,300.921,300.921,304.01,1,0,3.087,,304.011,306.01,306.01,309.01,309.01,309.01,0,29,29,29,1,37 + 26,63,53,65,1,309.01,324.01,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,324.011,324.011,324.011,327.948,1,0,3.931,,327.948,329.948,329.948,332.948,332.948,332.948,0,30,30,30,1,34 - 8,26,20,32,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,332.949,332.949,332.949,334.309,1,0,1.354,,334.309,336.309,336.309,339.309,339.309,339.309,0,31,31,31,1,14 * 3,42,44,49,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,339.31,339.31,339.31,342.052,3,0,2.737,,342.052,344.052,344.052,347.052,347.052,347.052,0,32,32,32,1,22 + 18,40,33,48,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,347.053,347.053,347.053,348.087,1,0,1.03,,348.087,350.086,350.086,353.081,353.081,353.081,0,33,33,33,1,11 * 3,33,39,29,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,353.082,353.082,353.082,354.927,1,0,1.836,,354.927,356.927,356.927,359.927,359.927,359.927,0,34,34,34,1,19 * 2,38,37,32,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,359.928,359.928,359.928,361.878,2,0,1.944,,361.878,363.878,363.878,366.879,366.879,366.879,0,35,35,35,1,28 + 19,47,50,45,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,366.879,366.879,366.879,369.552,2,0,2.666,,369.553,371.552,371.552,374.552,374.552,374.552,0,36,36,36,1,31 + 23,54,47,57,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,374.553,374.553,374.553,375.677,2,0,1.119,,375.677,377.677,377.677,380.677,380.677,380.677,0,37,37,37,1,22 + 20,42,38,51,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,380.679,380.679,380.679,382.455,1,0,1.769,,382.455,384.455,384.455,387.455,387.455,387.455,0,38,38,38,1,39 - 11,28,19,18,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,387.456,387.456,387.456,389.767,3,0,2.304,,389.767,391.767,391.767,394.768,394.768,394.768,0,39,39,39,1,31 + 43,74,73,64,3,394.769,409.767,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,409.767,409.767,409.767,411.538,1,0,1.768,,411.538,413.538,413.538,416.538,416.538,416.538,0,40,40,40,1,30 + 22,52,58,53,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,416.539,416.539,416.539,419.622,1,0,3.076,,419.622,421.621,421.621,424.622,424.622,424.622,0,41,41,41,1,25 - 14,11,2,6,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,424.623,424.623,424.623,426.15,3,0,1.52,,426.15,428.15,428.15,431.149,431.149,431.149,0,42,42,42,1,100 / 4,25,20,22,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,431.151,431.151,431.151,433.323,3,0,2.17,,433.324,435.323,435.323,438.323,438.323,438.323,0,43,43,43,1,58 - 13,45,55,44,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,438.324,438.324,438.324,439.677,2,0,1.348,,439.677,441.677,441.677,444.677,444.677,444.677,0,44,44,44,1,33 + 22,55,52,53,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,444.677,444.677,444.677,446.371,2,0,1.69,,446.371,448.372,448.372,451.372,451.372,451.372,0,45,45,45,1,24 - 14,10,20,11,2,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,451.373,451.373,451.373,453.406,3,0,2.026,,453.406,455.407,455.407,458.407,458.407,458.407,0,46,46,46,1,118 / 2,59,55,57,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,458.407,458.407,458.407,459.642,1,0,1.232,,459.642,461.643,461.643,464.642,464.642,464.642,0,47,47,47,1,14 * 2,28,38,16,1,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,464.643,464.643,464.643,467.844,3,0,3.196,,467.844,469.844,469.844,472.844,472.844,472.844,0,48,48,48,1,23 * 4,92,82,87,3,,,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,472.845,472.845,472.845,477.01,1,0,4.163,,477.011,479.01,479.01,482.01,482.011,482.011,0,49,49,49,1,25 + 19,44,53,38,1,482.012,497.011,,,,,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,497.011,507.351,2,10.324,,,,,,
,,,,,109,1,short,A,2024-08-29_22h56.02.225,arithmetic_task,2024.1.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.351,514.561,space,7.194,
