instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0006,30.4345,space,30.4117,,102,1,short,A,2024-08-23_12h44.06.701,arithmetic_task,2024.1.5,MacIntel,75.18796992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,102,1,short,A,2024-08-23_12h44.06.701,arithmetic_task,2024.1.5,MacIntel,75.18796992,30.4414,30.4417,30.4417,33.1276,2,0,2.6643,,33.1281,36.128,36.1283,36.1285,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,102,1,short,A,2024-08-23_12h44.06.701,arithmetic_task,2024.1.5,MacIntel,75.18796992,36.1303,36.1305,36.1305,38.3819,1,0,2.241,,38.3822,41.3825,41.3825,41.3826,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,102,1,short,A,2024-08-23_12h44.06.701,arithmetic_task,2024.1.5,MacIntel,75.18796992,,,,,,,,,,,,,,,,,,,,,,,41.3842,45.0905,1,3.6815,,,,,,
,,,,,102,1,short,A,2024-08-23_12h44.06.701,arithmetic_task,2024.1.5,MacIntel,75.18796992,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0907,58.7917,space,13.6819,
