instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,229.2412,229.2414,229.2415,231.5917,2,0,2.3427,,231.5919,233.5916,233.5917,236.5915,236.5915,236.5915,0,24,24,24,1,39 - 11,28,26,27,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,236.5997,236.5999,236.5999,238.924,1,0,2.3183,,238.9242,240.9248,240.9248,243.9247,243.9248,243.9248,0,25,25,25,1,23 + 9,32,31,29,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,243.9333,243.9336,243.9336,247.8832,1,0,3.943,,247.8835,249.883,249.8831,252.8825,252.8826,252.8826,0,26,26,26,1,142 / 2,71,72,74,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,252.8917,252.8919,252.8919,255.1665,2,0,2.2722,,255.1667,257.1664,257.1665,260.1664,260.1664,260.1665,0,27,27,27,1,14 * 3,42,38,40,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,260.1773,260.1775,260.1775,263.9831,3,0,3.7997,,263.9835,265.983,265.9831,268.983,268.983,268.983,0,28,28,28,1,33 - 8,25,26,28,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,268.9916,268.9918,268.9918,272.141,1,0,3.1421,,272.1411,274.1413,274.1414,277.1411,277.1411,277.1411,0,29,29,29,1,37 + 26,63,53,65,1,277.1508,292.1498,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,292.1604,292.1607,292.1607,295.0078,1,0,2.8408,,295.008,297.0071,297.0071,300.0079,300.008,300.008,0,30,30,30,1,34 - 8,26,20,32,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,300.0161,300.0163,300.0163,302.0152,1,0,1.9936,,302.0154,304.0163,304.0164,307.016,307.016,307.0161,0,31,31,31,1,14 * 3,42,44,49,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,307.0267,307.027,307.027,308.6829,3,0,1.6478,,308.6831,310.6822,310.6822,313.682,313.682,313.682,0,32,32,32,1,22 + 18,40,33,48,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,313.6896,313.6898,313.6898,315.4656,1,0,1.7692,,315.4659,317.4663,317.4664,320.4662,320.4663,320.4663,0,33,33,33,1,11 * 3,33,39,29,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,320.4748,320.475,320.4751,322.0913,1,0,1.6138,,322.0916,324.0915,324.0916,327.091,327.0911,327.0911,0,34,34,34,1,19 * 2,38,37,32,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,327.1013,327.1015,327.1015,329.7994,2,0,2.6958,,329.7996,331.7996,331.7996,334.7995,334.7996,334.7996,0,35,35,35,1,28 + 19,47,50,45,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,334.8079,334.8081,334.8081,336.7249,2,0,1.9085,,336.7251,338.7244,338.7245,341.7242,341.7244,341.7244,0,36,36,36,1,31 + 23,54,47,57,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,341.7325,341.7328,341.7328,343.008,2,0,1.269,,343.0082,345.0069,345.0069,348.0079,348.008,348.008,0,37,37,37,1,22 + 20,42,38,51,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,348.0169,348.0171,348.0171,349.7077,2,0,1.6836,,349.708,351.7077,351.7077,354.7076,354.7076,354.7076,0,38,38,38,1,39 - 11,28,19,18,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,354.7161,354.7164,354.7164,358.5163,3,0,3.7935,,358.5166,360.5164,360.5165,363.516,363.516,363.5161,0,39,39,39,1,31 + 43,74,73,64,3,363.5251,378.524,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,378.5326,378.5329,378.533,380.891,1,0,2.3503,,380.8911,382.8906,382.8907,385.8909,385.891,385.891,0,40,40,40,1,30 + 22,52,58,53,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,385.8994,385.8996,385.8996,387.7328,1,0,1.8277,,387.7331,389.7317,389.7318,392.7327,392.7327,392.7327,0,41,41,41,1,25 - 14,11,2,6,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,392.7435,392.7437,392.7438,394.0906,3,0,1.3403,,394.0907,396.0909,396.091,399.0908,399.0909,399.0909,0,42,42,42,1,100 / 4,25,20,22,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,399.1009,399.1011,399.1011,401.4655,3,0,2.3593,,401.4657,403.4662,403.4663,406.4658,406.466,406.466,0,43,43,43,1,58 - 13,45,55,44,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,406.4746,406.4748,406.4748,407.991,2,0,1.5083,,407.9911,409.9911,409.9911,412.9908,412.9909,412.9909,0,44,44,44,1,33 + 22,55,52,53,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,412.9997,412.9998,412.9998,415.2822,2,0,2.2764,,415.2825,417.2825,417.2825,420.2828,420.2829,420.2829,0,45,45,45,1,24 - 14,10,20,11,2,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,420.2917,420.292,420.292,422.3576,3,0,2.059,,422.3579,424.3572,424.3573,427.3575,427.3576,427.3576,0,46,46,46,1,118 / 2,59,55,57,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,427.3665,427.3668,427.3668,428.8744,1,0,1.5054,,428.8746,430.8744,430.8745,433.8736,433.8737,433.8737,0,47,47,47,1,14 * 2,28,38,16,1,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,433.8821,433.8823,433.8824,440.4736,2,0,6.589,,440.474,442.4742,442.4742,445.47,445.4702,445.4702,0,48,48,48,1,32905,45,55,40,3,,,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,445.4789,445.4792,445.4793,449.4192,1,0,3.9331,,449.4196,451.4201,451.4201,454.4199,454.42,454.42,0,49,49,49,1,25 + 19,44,53,38,1,454.4283,469.4241,,,,,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,469.4248,478.9917,6,9.5437,,,,,,
,,,,,103,1,short,A,2024-08-26_12h27.30.057,arithmetic_task,2024.1.5,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9918,487.8666,space,8.861,
