instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0022,2.6281,space,2.5977,,101,001,2024-08-14_17h29.29.663,arithmetic_task,2024.1.5,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,001,2024-08-14_17h29.29.663,arithmetic_task,2024.1.5,MacIntel,119.047619,2.6309,2.631,2.6311,4.1543,2,0,1.5135,,4.1548,7.1544,7.1546,7.1548,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,001,2024-08-14_17h29.29.663,arithmetic_task,2024.1.5,MacIntel,119.047619,7.1574,7.1577,7.1578,7.9666,1,0,0.8,,7.967,10.9624,10.9624,10.9625,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,001,2024-08-14_17h29.29.663,arithmetic_task,2024.1.5,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,,,,10.9638,12.5535,1,1.5735,,,,,,
,,,,,101,001,2024-08-14_17h29.29.663,arithmetic_task,2024.1.5,MacIntel,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5537,14.0294,space,1.4575,
