instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0005,4.3995,space,4.3772,,101,001,2024-08-15_10h51.32.456,arithmetic_task,2024.1.5,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,001,2024-08-15_10h51.32.456,arithmetic_task,2024.1.5,MacIntel,62.5,4.4075,4.4078,4.4079,5.6158,2,0,1.1884,,5.6161,8.619,8.6192,8.6194,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,001,2024-08-15_10h51.32.456,arithmetic_task,2024.1.5,MacIntel,62.5,8.6222,8.6226,8.6226,9.2525,1,0,0.623,,9.2526,12.2552,12.2553,12.2553,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,001,2024-08-15_10h51.32.456,arithmetic_task,2024.1.5,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,12.2574,13.7898,2,1.5065,,,,,,
,,,,,101,001,2024-08-15_10h51.32.456,arithmetic_task,2024.1.5,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79,14.8743,space,1.0667,
