math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,trials.key_resp_eq.rt,trials.key_resp_eq.duration,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,1.7001314000226557,None,0,40,40,40,,,,,379.6136915999232,,,,,,,,,,379.6050343000097,379.6052661999129,379.61096339998767,379.6136915999232,379.6136915999232,379.6136915999232,379.6136915999232,381.31869759992696,1,0,1.7001314000226557,None,381.31887739989907,381.32586340000853,383.31757889990695,383.3096198999556,383.3096555999946,383.31757889990695,386.3139549999032,386.30147820001,386.3015061999904,386.30170039995573,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
25 - 14,11,2,6,1,41,41,0,1,0,2.007778000086546,None,0,41,41,41,,,,,386.3139549999032,,,,,,,,,,386.3055357999401,386.3057650999399,386.31124219996855,386.3139549999032,386.3139549999032,386.3139549999032,386.3139549999032,388.32679759990424,1,0,2.007778000086546,None,388.32693499990273,388.33448409999255,390.3259722999064,390.3182455999777,390.3182819999056,390.3259722999064,393.3231434999034,393.3103097999701,393.3103592999978,393.31056199991144,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
100 / 4,25,20,22,3,42,42,0,3,0,2.389894700027071,None,0,42,42,42,,,,,393.3231434999034,,,,,,,,,,393.3144051999552,393.3146225999808,393.32041119993664,393.3231434999034,393.3231434999034,393.3231434999034,393.3231434999034,395.71907819993794,3,0,2.389894700027071,None,395.719230699935,395.72596189996693,397.7181178999599,397.7098906999454,397.70992699998897,397.7181178999599,400.71396129997447,400.7013746999437,400.7014026999241,400.70159939990845,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
58 - 13,45,55,44,3,43,43,0,3,0,2.8710413000080734,None,0,43,43,43,,,,,400.71396129997447,,,,,,,,,,400.7053839999717,400.70561249996535,400.71135519992094,400.71396129997447,400.71396129997447,400.71396129997447,400.71396129997447,403.58558319997974,3,0,2.8710413000080734,None,403.5857369999867,403.59324219997507,405.58465299999807,405.57691900001373,405.5769568999531,405.58465299999807,408.5815910999663,408.56876409996767,408.5687923999503,408.56898589991033,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,2.1722758000250906,None,0,44,44,44,,,,,408.5815910999663,,,,,,,,,,408.5728637999855,408.573092799983,408.5787169999676,408.5815910999663,408.5815910999663,408.5815910999663,408.5815910999663,410.7521615999285,2,0,2.1722758000250906,None,410.7523194999667,410.75968059990555,412.7515296000056,412.7439706999576,412.74400649999734,412.7515296000056,415.74803069990594,415.7355402999092,415.7355678000022,415.73577069991734,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
24 - 14,10,20,11,2,45,45,0,2,0,2.3816008999710903,None,0,45,45,45,,,,,415.74803069990594,,,,,,,,,,415.7397423000075,415.73997090000194,415.7454306000145,415.74803069990594,415.74803069990594,415.74803069990594,415.74803069990594,418.1356351999566,2,0,2.3816008999710903,None,418.13578799995594,418.1432352999691,420.1352529999567,420.1270148999756,420.12705050001387,420.1352529999567,423.1315273999935,423.11853689991403,423.118565499899,423.11876350000966,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,5.301850900053978,None,0,46,46,46,,,,,423.1315273999935,,,,,,,,,,423.12266979995184,423.12290209997445,423.1285458999919,423.1315273999935,423.1315273999935,423.1315273999935,423.1315273999935,428.4360633000033,3,0,5.301850900053978,None,428.43620929995086,428.4434524999233,430.4351677999366,430.42720359994564,430.42724079999607,430.4351677999366,433.4317305999575,433.41885009990074,433.4188776999945,433.41907649999484,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,1.8177702999673784,None,0,47,47,47,,,,,433.4317305999575,,,,,,,,,,433.4230385000119,433.4232924999669,433.4291396999033,433.4317305999575,433.4317305999575,433.4317305999575,433.4317305999575,435.2525181999663,1,0,1.8177702999673784,None,435.252672099974,435.2605324999895,437.2519193999469,437.2438605999341,437.24389619997237,437.2519193999469,440.2486159999389,440.2359922999749,440.236019999953,440.23622969991993,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,4.568591200048104,None,0,48,48,48,,,,,440.2486159999389,,,,,,,,,,440.2401561998995,440.24039649998304,440.2460603999207,440.2486159999389,440.2486159999389,440.2486159999389,440.2486159999389,444.8195196999004,3,0,4.568591200048104,None,444.8196839999873,444.82697509997524,446.8186371999327,446.81104739999864,446.8110829999205,446.8186371999327,449.814974399982,449.80227909993846,449.802306599915,449.8025086999405,,,,,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,4.297947500017472,None,0,49,49,49,0,0,0,0,459.10220919991843,,,,,,,,,,449.80648599995766,449.80671779997647,449.8125876999693,449.814974399982,449.814974399982,449.814974399982,449.814974399982,454.11140819999855,1,0,4.297947500017472,None,454.11156989994925,454.118834599969,456.1105466999579,456.1026472999947,456.1026834999211,456.1105466999579,459.10220919991843,459.0946277999319,459.09465509990696,459.094851700007,459.09507399995346,459.10220919991843,469.09407479991205,469.08574119990226,,,,,,,,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0895355999237,469.09407479991205,469.09407479991205,476.1034819999477,1,7.0007666000165045,None,,,,,,,,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.10352999996394,476.1106456000125,477.1023916999111,491.0943069999339,491.10258509998675,491.0946249999106,None,206,1,short,A,2026-07-10_14h36.48.747,arithmetic_task,,2026.1.3,120.05969368698109,2026-07-10 14h36.48.845886 -0400,
