instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,83.1903,83.1906,83.1906,84.6964,3,0,1.4917,,84.6966,86.696,86.6961,89.6962,89.6962,89.6962,0,9,9,9,1,13 * 2,26,24,23,3,89.7069,104.6965,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,104.7056,104.7057,104.7057,108.6957,3,0,3.976,,108.6959,110.6946,110.6947,113.6959,113.6959,113.6959,0,10,10,10,1,31 + 10,41,39,32,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,113.7054,113.7056,113.7056,116.1291,1,0,2.4102,,116.1293,118.1292,118.1292,121.1291,121.1291,121.1292,0,11,11,11,1,27 - 14,13,10,23,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,121.1392,121.1394,121.1394,123.5125,1,0,2.3711,,123.5127,125.5124,125.5125,128.5125,128.5125,128.5125,0,12,12,12,1,27 + 18,45,47,52,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,128.5225,128.5227,128.5227,131.0959,2,0,2.571,,131.0961,133.0957,133.0957,136.0948,136.0948,136.0948,0,13,13,13,1,37 + 18,55,47,45,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,136.1044,136.1045,136.1045,137.8623,1,0,1.7434,,137.8625,139.8619,139.8619,142.8619,142.862,142.862,0,14,14,14,1,112 / 2,56,52,46,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,142.8719,142.8721,142.8721,144.1947,2,0,1.3089,,144.1948,146.1954,146.1954,149.1946,149.1948,149.1948,0,15,15,15,1,110 / 2,55,59,57,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,149.2041,149.2043,149.2043,152.1284,3,0,2.9147,,152.1286,154.1291,154.1292,157.1286,157.1286,157.1287,0,16,16,16,1,22 + 14,36,46,38,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,157.1386,157.1388,157.1388,160.0458,1,0,2.8925,,160.046,162.0457,162.0459,165.0458,165.0458,165.0458,0,17,17,17,1,32 - 9,23,29,21,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,165.0563,165.0565,165.0565,168.5791,3,0,3.5073,,168.5792,170.5788,170.5789,173.5779,173.5779,173.5779,0,18,18,18,1,18 * 3,54,52,44,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,173.5871,173.5874,173.5874,177.0614,2,0,3.4614,,177.0617,179.0617,179.0617,182.0623,182.0623,182.0623,0,19,19,19,1,33 - 6,27,29,26,2,182.0728,197.0612,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,197.0708,197.071,197.071,200.1617,3,0,3.0751,,200.1619,202.1622,202.1623,205.1621,205.1622,205.1622,0,20,20,20,1,19 * 3,57,50,53,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,205.1716,205.1718,205.1718,209.4446,2,0,4.2587,,209.4449,211.4454,211.4456,214.4449,214.4449,214.4449,0,21,21,21,1,140 / 4,45,35,42,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,214.4544,214.4546,214.4546,216.8108,1,0,2.3458,,216.811,218.811,218.811,221.8119,221.8119,221.8119,0,22,22,22,1,23 + 18,41,39,33,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,221.8216,221.8218,221.8218,223.5946,3,0,1.7594,,223.5948,225.5955,225.5955,228.5945,228.5945,228.5945,0,23,23,23,1,128 / 2,64,60,62,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,228.604,228.6041,228.6041,230.9277,2,0,2.3103,,230.9278,232.9285,232.9285,235.9286,235.9287,235.9287,0,24,24,24,1,39 - 11,28,26,27,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,235.9382,235.9383,235.9383,238.1119,1,0,2.1597,,238.1121,240.1119,240.1119,243.112,243.112,243.112,0,25,25,25,1,23 + 9,32,31,29,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,243.1209,243.121,243.121,244.8445,1,0,1.7099,,244.8447,246.8453,246.8453,249.8442,249.8443,249.8443,0,26,26,26,1,142 / 2,71,72,74,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,249.853,249.8531,249.8531,253.0618,2,0,3.1958,,253.062,255.0617,255.0618,258.0608,258.0608,258.0608,0,27,27,27,1,14 * 3,42,38,40,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,258.0708,258.071,258.071,261.4786,3,0,3.3987,,261.4789,263.4781,263.4782,266.4785,266.4786,266.4786,0,28,28,28,1,33 - 8,25,26,28,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,266.4881,266.4883,266.4883,270.6779,1,0,4.1757,,270.6783,272.6777,272.6777,275.6774,275.6774,275.6774,0,29,29,29,1,37 + 26,63,53,65,1,275.6858,290.6775,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,290.6861,290.6863,290.6863,300.6776,,0,,,300.6778,302.6772,302.6773,305.6777,305.6778,305.6778,0,30,30,30,1,34 - 8,26,20,32,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,305.6874,305.6876,305.6876,307.6948,1,0,1.9968,,307.695,309.6951,309.6952,312.6947,312.6948,312.6949,0,31,31,31,1,14 * 3,42,44,49,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,312.7051,312.7053,312.7053,314.8938,3,0,2.1869,,314.8939,316.8949,316.8949,319.895,319.8951,319.8951,0,32,32,32,1,22 + 18,40,33,48,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,319.9056,319.9057,319.9057,321.945,1,0,2.0278,,321.9452,323.9449,323.9449,326.9447,326.9447,326.9448,0,33,33,33,1,11 * 3,33,39,29,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,326.9549,326.955,326.955,328.7282,1,0,1.7635,,328.7283,330.7281,330.7281,333.7281,333.7281,333.7281,0,34,34,34,1,19 * 2,38,37,32,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,333.7379,333.7381,333.7381,335.9115,3,0,2.159,,335.9117,337.9114,337.9114,340.9112,340.9112,340.9113,0,35,35,35,1,28 + 19,47,50,45,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,340.9216,340.9218,340.9218,344.9781,2,0,4.045,,344.9784,346.9781,346.9781,349.9779,349.9779,349.9779,0,36,36,36,1,31 + 23,54,47,57,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,349.9879,349.988,349.988,352.6445,2,0,2.6428,,352.6446,354.6445,354.6445,357.6446,357.6446,357.6446,0,37,37,37,1,22 + 20,42,38,51,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,357.6539,357.6541,357.6541,360.4444,1,0,2.7753,,360.4446,362.4437,362.4438,365.4444,365.4444,365.4445,0,38,38,38,1,39 - 11,28,19,18,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,365.4547,365.4549,365.4549,368.0944,3,0,2.6285,,368.0947,370.0934,370.0935,373.0945,373.0945,373.0946,0,39,39,39,1,31 + 43,74,73,64,3,373.1042,388.0945,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,388.1032,388.1033,388.1033,390.5612,1,0,2.4435,,390.5614,392.5609,392.5609,395.56,395.56,395.56,0,40,40,40,1,30 + 22,52,58,53,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,395.5695,395.5696,395.5696,397.7946,1,0,2.2145,,397.7948,399.7945,399.7946,402.7943,402.7943,402.7943,0,41,41,41,1,25 - 14,11,2,6,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,402.8047,402.8049,402.8049,405.31,3,0,2.4913,,405.3102,407.3109,407.311,410.311,410.311,410.311,0,42,42,42,1,100 / 4,25,20,22,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,410.3213,410.3214,410.3214,414.7442,3,0,4.4195,,414.7447,416.7432,416.7433,419.7433,419.7433,419.7433,0,43,43,43,1,58 - 13,45,55,44,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,419.7528,419.7529,419.7529,421.7432,2,0,1.9761,,421.7434,423.7441,423.7442,426.7443,426.7444,426.7444,0,44,44,44,1,33 + 22,55,52,53,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,426.7545,426.7547,426.7547,430.1276,1,0,3.3598,,430.1278,432.1265,432.1265,435.1276,435.1276,435.1276,0,45,45,45,1,24 - 14,10,20,11,2,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,435.1371,435.1374,435.1374,437.2098,3,0,2.059,,437.21,439.211,439.2111,442.2107,442.2108,442.2108,0,46,46,46,1,118 / 2,59,55,57,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,442.2205,442.2206,442.2206,443.5609,1,0,1.3289,,443.5611,445.5598,445.5599,448.561,448.5611,448.5611,0,47,47,47,1,14 * 2,28,38,16,1,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,448.571,448.5712,448.5712,453.2107,3,0,4.624,,453.211,455.2097,455.2098,458.2096,458.2096,458.2096,0,48,48,48,1,23 * 4,92,82,87,3,,,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,458.2187,458.2188,458.2188,462.7275,1,0,4.4951,,462.7278,464.7263,464.7264,467.7272,467.7272,467.7272,0,49,49,49,1,25 + 19,44,53,38,1,467.7366,482.7274,,,,,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,482.728,496.3603,2,13.6022,,,,,,
,,,,,105,1,short,A,2024-08-27_08h25.36.213,arithmetic_task,2024.1.5,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3605,501.8119,space,5.4423,
