instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0004,1.3243,space,1.3115,,101,001,2024-08-15_11h01.57.606,arithmetic_task,2024.1.5,MacIntel,62.89308176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,001,2024-08-15_11h01.57.606,arithmetic_task,2024.1.5,MacIntel,62.89308176,1.3281,1.3283,1.3283,2.3923,3,0,1.0458,,2.3928,5.3945,5.3946,5.3949,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,001,2024-08-15_11h01.57.606,arithmetic_task,2024.1.5,MacIntel,62.89308176,5.397,5.3971,5.3972,6.1783,2,0,0.7646,,6.1785,9.1808,9.1809,9.181,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,001,2024-08-15_11h01.57.606,arithmetic_task,2024.1.5,MacIntel,62.89308176,,,,,,,,,,,,,,,,,,,,,,,9.1822,10.9484,3,1.745,,,,,,
,,,,,101,001,2024-08-15_11h01.57.606,arithmetic_task,2024.1.5,MacIntel,62.89308176,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9486,11.9157,space,0.95,
