instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
0.0004,1.1047,space,1.0887,,101,1,short,A,2024-08-23_17h34.34.406,arithmetic_task,2024.1.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-23_17h34.34.406,arithmetic_task,2024.1.5,MacIntel,76.92307692,1.1078,1.1079,1.1079,2.9447,2,0,1.8225,,2.9453,5.9462,5.9464,5.9466,0,0,0,0,1,42 - 9,33,31,23,2,,,,,,,,,,
,,,,,101,1,short,A,2024-08-23_17h34.34.406,arithmetic_task,2024.1.5,MacIntel,76.92307692,5.9491,5.9494,5.9494,6.5459,3,0,0.5836,,6.5462,9.5475,9.5477,9.5477,0,1,1,1,1,11 * 3,33,31,38,1,,,,,,,,,,
,,,,,101,1,short,A,2024-08-23_17h34.34.406,arithmetic_task,2024.1.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,,9.5493,10.4946,2,0.9278,,,,,,
,,,,,101,1,short,A,2024-08-23_17h34.34.406,arithmetic_task,2024.1.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4949,12.5353,space,2.0241,
